商品名称,商品缩略图,商品链接,国家、地区,商品价格最大值,商品价格最小值,商品星级,店铺商标链接,店铺链接,店铺名称,店铺销量,店铺商品数,商品类目-en,商品类目-zh,商品评论数,销量环比,带货达人数,上架时间,运费（预设目的地为纽约）,销量,销售额,运营模式
Microfibre Mop Cloth Wipe Tool For 360° Spin Disc Sweep Rag Robot Vacuum Cleaner,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/0b34d392-b1e0-4307-b6a7-5809d4c39f9e__1729449636358492563.jpeg,https://shop.tiktok.com/view/product/1729449636358492563?region=US,美国,24.70,24.70,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/8f502bff-5839-45a2-b7b3-1fe09967be2e.jpeg,aweme://ec/store?sellerId=7495422601522416019&url_maker=store_rpc&store_page_version=1,Woozye,1649,0,Home Supplies,居家日用,0,,1,2024-03-19,,,,
"DREAME D10s Pro Robot Vacuum and Mop Combo, Powerful 5000Pa Suction, AI-Powered Obstacle Recognition, 280mins Runtime, Robot Vacuum Cleaner Compatible with Alexa, Perfect for Pet Hair, Carpets",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/34ef3885-fe1f-45a1-b80f-8bf9fc072129.jpeg,https://shop.tiktok.com/view/product/1729450817710625697?region=US,美国,199.99,199.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f51b741f-b397-4584-a84c-cc85fce0a39e.jpeg,aweme://ec/store?sellerId=7495393233106799521&url_maker=store_rpc&store_page_version=1,DreameUS,18045,34,Household Appliances,家电,0,,323,2024-04-03,$0.00,,,
"Lefant M320 Robot Vacuum and Mop Combo, Tangle-Free 6000Pa Strong Suction Robotic Vacuum Cleaner, 240 Mins Runtime, Self-Charging, Visible 800ML Dustbin, Works with Alexa, Ideal for Pet Hair, Black vacuum  mop vacuums",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/c143a5ae-627d-4b15-ac6e-dcf7703124b9.jpeg,https://shop.tiktok.com/view/product/1729451194024891123?region=US,美国,299.99,299.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/178e2734-ef01-476f-9a87-e7e264592ca8.jpeg,aweme://ec/store?sellerId=7495343675799079667&url_maker=store_rpc&store_page_version=1,Lefant Sale Store,1662,8,Household Appliances,家电,0,,14,2024-04-28,,,,
"L9000 Robot Vacuum and Mop Combo, LiDAR Navigation, 4000Pa Robotic Vacuum Cleaner, Up to 150Mins, Smart Mapping, 14 No-go Zones, Ideal for Pet Hair, Carpet, Hard Floor",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/8a067432-5702-4fde-bea9-59ae3339ce02.jpeg,https://shop.tiktok.com/view/product/1729452069015884435?region=US,美国,249.99,249.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/50f8c18f-f2d9-4ac3-8223-d3279776c7e8.jpeg,aweme://ec/store?sellerId=7495624687759690387&url_maker=store_rpc&store_page_version=1,YRTKTCYJ SHOP,3,0,Household Appliances,家电,0,,1,2024-04-28,,,,
"Robot Vacuum Cleaner, Tangle-Free, Strong Suction, Slim, Low Noise, Automatic Self-Charging, Wi-Fi/App/Alexa Control, Ideal for Pet Hair Hard Floor and Daily Cleaning, M210",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/ae0459c5-e38b-4e46-9bec-05ef1cfe8858.jpeg,https://shop.tiktok.com/view/product/1729452080087011987?region=US,美国,199.99,199.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/50f8c18f-f2d9-4ac3-8223-d3279776c7e8.jpeg,aweme://ec/store?sellerId=7495624687759690387&url_maker=store_rpc&store_page_version=1,YRTKTCYJ SHOP,3,0,Household Appliances,家电,0,,1,2024-07-23,,,,
SANDJEST Kids Water Bottle with Straw Robot Insulated Water Bottles 12oz Stainless Steel Travel School Tumbler Double Wall Vacuum Cup for Boys Kid,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b6df7b42-252a-4d9e-b479-3e7fdf41bf89.jpeg,https://shop.tiktok.com/view/product/1729454530429292575?region=US,美国,29.99,29.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d515cc76-67b5-4439-b720-d2fceb239e19.jpeg,aweme://ec/store?sellerId=7495284064709478431&url_maker=store_rpc&store_page_version=1,Sandjestgifts,17907,951,Kitchenware,厨房用品,0,,3,2024-04-17,$6.95,,,
New-28pcs  Compatible For Roborock S7/ G10/ T7S Plus/ S70/ S75/ T7S Robot Vacuum Cleaner Mop Cloths Side Brysh Main Brysh Hepa Filter  Vacuum Cleaner Parts Accessories,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d6ad642b-09f6-4b03-a4a5-5f18cc7cf733.jpeg,https://shop.tiktok.com/view/product/1729457192482542066?region=US&local=en,美国,42.67,42.67,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Home Supplies,居家日用,0,,0,2024-04-23,$3.99,,,
New-1set For Xiaomi Dreame Bot Z10 Pro RLS5D/ L10 Plus Robot Vacuum Main Side Brush Hepa Filter Mop Rag Dust Bag Replacement Spare Part,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/fdd49b61-58aa-430a-a96d-63b2ecc6b672.jpeg,https://shop.tiktok.com/view/product/1729457195055878642?region=US&local=en,美国,39.98,39.98,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Home Supplies,居家日用,0,,0,2024-04-23,$3.99,,,
New-16pcs  For Xiaomi Roborock Q7  Q7+  Q7 Max  Q7 Max+  Q7 Plus  Q7 Max Plus  T8 Robot Vacuum Spare Parts Main Side Brush Hepa Filter Mop  Cleaning Tools Replacement,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/912fe532-6e6a-4a83-a30d-95ad40d6781f.jpeg,https://shop.tiktok.com/view/product/1729457195236758002?region=US&local=en,美国,38.29,38.29,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Home Supplies,居家日用,0,,0,2024-04-23,$3.99,,,
New-18pcs  For Xiaomi Dreame Bot Z10 Pro Accessories Robot Vacuum Cleaner L10 Pro Dust Bag HEPA Filter Main Brush Mop Cloth,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b0c228b2-d33d-41dd-b393-3d62112498fb.jpeg,https://shop.tiktok.com/view/product/1729457324584833522?region=US&local=en,美国,32.44,32.44,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Home Supplies,居家日用,0,,0,2024-04-22,$3.99,,,
New-Set  Tesvor Replacement Parts S5 S5 Max Robot Vacuum  Include 1 Main Brush  1 Mop Cloth  1 Filters  2 Side Brushes,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/94ca2fdd-f6be-4d13-969c-a1da55a88320.jpeg,https://shop.tiktok.com/view/product/1729457324905697778?region=US,美国,33.49,33.49,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Household Appliances,家电,0,,1,2024-04-22,$3.99,,,
New-14pcs  Spare Parts For Xiaomi Mi Robot Vacuum Mop 2 Pro MJST1S Accessories Vacuum Cleaner Replacement Brush Filter Rags Consumables 2 Main Brush  4 Side Brush  4Hepa Filter 4 Mop Rag,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/371d0f5a-8249-4b16-a7b9-7dac4a5fcaae.jpeg,https://shop.tiktok.com/view/product/1729457336849633778?region=US&local=en,美国,34.90,34.90,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Home Supplies,居家日用,0,,0,2024-04-22,$3.99,,,
New-6pcs  Microfiber Mop Cloth For Roborock S4 S5 S6 E4 E20 E25 E35 S50 Xiaomi Mi Mijia Robot Vacuum Cleaner 6 Pieces Of Mop Cloth,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/32c1e93d-2e3e-4dce-80d7-23b42bd4cc4f.jpeg,https://shop.tiktok.com/view/product/1729457339562430962?region=US&local=en,美国,27.15,27.15,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f0e5725-633d-4164-a9c6-f4fc9a4b6de0.jpeg,aweme://ec/store?sellerId=7495655733328447986&url_maker=store_rpc&store_page_version=1,Ao home store,837,1776,Home Supplies,居家日用,0,,0,2024-04-22,$3.99,,,
N3 Robot Vacuum,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3043d121-dcbc-47a8-b216-314963302b4f.jpeg,https://shop.tiktok.com/view/product/1729457406095757443?region=US,美国,499.99,499.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a9a47472-ec97-4922-acb6-3b7761488947.jpeg,aweme://ec/store?sellerId=7495629555455199363&url_maker=store_rpc&store_page_version=1,Zeus Technology,110,6,Household Appliances,家电,0,,8,2024-04-22,$0.00,,,
"Robot Vacuum Cleaner - Small Intelligent Sweeping Robot Robotic Vacuum Cleaner Mini Robot Vacuum Cleaner and Mop Combo, Ideal for Pet Hair Hard Floor and Daily Cleaning",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/77985cfb-1fee-4719-afb8-10b667793e2e.jpeg,https://shop.tiktok.com/view/product/1729458445863325911?region=US&local=en,美国,88.99,88.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3923830a-836d-461e-b02b-a4ce30a2b009.jpeg,aweme://ec/store?sellerId=7495379225455003863&url_maker=store_rpc&store_page_version=1,beyond your love,72,0,Household Appliances,家电,0,,1,2024-04-18,$7.99,,,
"DREAME L20 Ultra Robot Vacuum and Mop with Mop-Extend, Auto Mop Removal & Raising, Washing and Drying, 7000Pa Suction, Self-Emptying, Self-Refilling, AI Obstacle Avoidance",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b9241c93-d1a0-4db7-a81e-97b9f3a09163.jpeg,https://shop.tiktok.com/view/product/1729458968622961569?region=US,美国,599.99,599.99,5,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f51b741f-b397-4584-a84c-cc85fce0a39e.jpeg,aweme://ec/store?sellerId=7495393233106799521&url_maker=store_rpc&store_page_version=1,DreameUS,18045,34,Household Appliances,家电,1,,75,2024-04-18,$0.00,,,
"Dreametech L10s Ultra Robot Vacuum and Mop Combo, Auto Mop Cleaning and Drying, Self-Refilling and Self-Emptying Base for 60 Days of Cleaning, 5300Pa Suction and AI Navigation, Compatible with Alexa",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/0b2ce162-951a-438d-882f-158a83541594.jpeg,https://shop.tiktok.com/view/product/1729461009794700193?region=US,美国,399.99,399.99,5,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f51b741f-b397-4584-a84c-cc85fce0a39e.jpeg,aweme://ec/store?sellerId=7495393233106799521&url_maker=store_rpc&store_page_version=1,DreameUS,18045,34,Household Appliances,家电,1,,44,2024-04-18,$0.00,,,
"Dreame L10s Pro Ultra Heat Robot Vacuum and Mop Combo, Mop Extend, 7000Pa Suction, Auto Robot Care and Maintenance, Smart Obstacle Avoidance, Work with Alexa/Google Home/Siri, Ideal for Hair, Carpets",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d5e8d967-8874-4593-a765-821a5ddc878c.jpeg,https://shop.tiktok.com/view/product/1729461235586339745?region=US,美国,1259.00,1259.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f51b741f-b397-4584-a84c-cc85fce0a39e.jpeg,aweme://ec/store?sellerId=7495393233106799521&url_maker=store_rpc&store_page_version=1,DreameUS,18045,34,Household Appliances,家电,1,,65,2024-04-18,,,,
"Dreame D9 Max Robot Vacuum and Mop Combo, LiDAR Navigation, 4000Pa Strong Suction Power, 180mins Runtime, 2-in-1 Sweep and Mop, Compatible with Alex",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/70380687-a507-4db0-b77e-ebce90ae24fc.jpeg,https://shop.tiktok.com/view/product/1729461265021506465?region=US,美国,149.99,149.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f51b741f-b397-4584-a84c-cc85fce0a39e.jpeg,aweme://ec/store?sellerId=7495393233106799521&url_maker=store_rpc&store_page_version=1,DreameUS,18045,34,Household Appliances,家电,0,,15,2024-04-18,$0.00,,,
"DREAME D9 Max Gen 2 Robot Vacuum and Mop Combo, LDS Navigation, 6kPa Strong Suction Power, 240mins Runtime, 2-in-1 Sweep and Mop, WiFi, APP, Voice Control Vacuum",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/414a894a-87fa-4367-aa8b-9b9f5917d8eb.jpeg,https://shop.tiktok.com/view/product/1729461306837668769?region=US,美国,209.99,209.99,4,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f51b741f-b397-4584-a84c-cc85fce0a39e.jpeg,aweme://ec/store?sellerId=7495393233106799521&url_maker=store_rpc&store_page_version=1,DreameUS,18045,34,Household Appliances,家电,27,,86,2024-04-18,,,,
Fully Automatic Sweeping Robot Sweep Vacuum Cleaner Mopping The Floor Mini Cleaner Home,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5f285c68-b8e7-4218-82e4-7d82f7e39dee.jpeg,https://shop.tiktok.com/view/product/1729462210836795673?region=US&local=en,美国,140.00,135.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e44c0d72-60de-4a3e-b0a8-25c26174ec63.jpeg,aweme://ec/store?sellerId=7495545659264436505&url_maker=store_rpc&store_page_version=1,Breyshaun,0,0,Household Appliances,家电,0,,1,2024-04-10,$9.06,,,
"Filter Replacement for iRobot Roomba e, i and j Series i7 i7+/plus i3 i3+ E5 E6 E7 i4 i6 i6+ i8 i8+ Robot Vacuum Cleaners parts, 9 Pack High Efficiency 4639161 Filters",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b2128fff-cedd-425c-9ffa-9fd7a3a6b39e.jpeg,https://shop.tiktok.com/view/product/1729462673062727961?region=US,美国,18.00,18.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/001fb64d-ddbe-41f5-8c9a-5c2ce979a6b4.jpeg,aweme://ec/store?sellerId=7495374368259868953&url_maker=store_rpc&store_page_version=1,ZYM51S,2579,0,Fashion Accessories,时尚配饰,0,,0,2024-04-18,$0.00,,,
Robot Vacuum Cleaner Mop 2 in 1 Mopping Robotic Vacuum Combo WIFI,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b400a164-ff50-4a01-a9ed-11ec67505a79.jpeg,https://shop.tiktok.com/view/product/1729463296371561079?region=US,美国,,,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/307b93db-968b-46ba-94cd-cbd9c7683fce.jpeg,aweme://ec/store?sellerId=7495675758540851831&url_maker=store_rpc&store_page_version=1,AutoZone,136,0,Other,,0,,0,2024-06-20,,,,
"Cordless Pool Vacuum Cleaner, Robotic Pool Cleaner Dual Motors Strong Suction, 120 Mins Runtime, Auto-Dock, Rechargeable Portable Pool Cleaner Robot for Above/In-Ground Flat Pools up to 1000 Sq.Ft",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1e22fcc6-f0b9-4198-b68e-9ae8d5c80c89.jpeg,https://shop.tiktok.com/view/product/1729464653638505203?region=US,美国,99.99,99.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a6ca10d8-64d2-4e6a-a1e5-619eed61511f.jpeg,aweme://ec/store?sellerId=7495425153725860595&url_maker=store_rpc&store_page_version=1,TOP PICK SHOPP,9013,98,Household Appliances,家电,0,,3,2024-04-18,$0.00,,,
"Official Roborock Multi-Surface Floor Cleaning Solution, Dilution Ratio 1:300, Compatible with Ultra, All Roborock Robot Vacuums with Mopping and Wet and Dry Vacuum, 16.2 oz, Concentrate",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b0755f0a-bfc0-427f-8fcd-d283fed90c1f.jpeg,https://shop.tiktok.com/view/product/1729465714644586917?region=US,美国,28.90,28.90,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/68ed54d2-1591-487c-ba29-d80b68c2711d.jpeg,aweme://ec/store?sellerId=7495362976586303909&url_maker=store_rpc&store_page_version=1,SWP Innovations,257,0,Home Supplies,居家日用,0,,0,2024-04-18,$0.00,,,
"Srhythm R1 Robot Vacuum Cleaner,Ultra Slim, 2000Pa Powerful Suction with 2 Brushes, 5 Cleaning Modes, 2.4GHz WiFi, APP Control, Ideal for Pet Hair/Dust Cleaning",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/aef0cdf6-3d40-4291-9307-9d1ae993e7d2.jpeg,https://shop.tiktok.com/view/product/1729466508954342122?region=US,美国,219.99,219.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f8cb07c9-6dbb-4099-8794-5821627f797b.jpeg,aweme://ec/store?sellerId=7494870167389571818&url_maker=store_rpc&store_page_version=1,Snuggle Store,47914,0,Household Appliances,家电,0,,3,2024-04-27,,,,
"Shark ION Robot Vacuum, Wi-Fi Connected, Black, RV754",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/0ef1cebc-39ad-4334-974d-b2585035ab42.jpeg,https://shop.tiktok.com/view/product/1729469838841844393?region=US&local=en,美国,139.00,139.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/af6146ca-6ab1-4d46-9239-172d5d1337f9.jpeg,aweme://ec/store?sellerId=7495483710885497513&url_maker=store_rpc&store_page_version=1,La Catrina Store,250,0,Household Appliances,家电,0,,0,2024-04-28,$0.00,,,
Smart Robot Vacuum Cleaner,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/113adaf8-e4b8-411a-b695-1372abf3aae3.jpeg,https://shop.tiktok.com/view/product/1729470341696294989?region=US,美国,68.40,68.40,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/c79145eb-387f-46f4-8afd-b55b3686788c.jpeg,aweme://ec/store?sellerId=7495694059112597581&url_maker=store_rpc&store_page_version=1,PinnacleHomeOfficial,0,9,Household Appliances,家电,0,,1,2024-10-01,$0.00,,,
"Dreametech L10 Pro Robot Vacuum and Mop, 4000Pa Strong Suction, 2.5h Runtime, Works with Alexa/Google Home/APP, 3D Obstacle Avoidance, Superb LiDAR Navigation, Ideal for Pet Hair, Carpets, Hard Floor",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/ccbd5566-aedc-4877-b24a-007c664b79e0.jpeg,https://shop.tiktok.com/view/product/1729470722417135819?region=US,美国,259.99,259.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/2b9d79db-4b5e-4f63-96aa-c557eac9b7a4.jpeg,aweme://ec/store?sellerId=7495319082744121547&url_maker=store_rpc&store_page_version=1,QUQUSHOPS,87,17,Household Appliances,家电,0,,132,2024-04-29,$0.00,,,
Four-In-One Intelligent Sweeping Robot Home Wireless Vacuum Cleaner Powerful Automatic Spray Humidification Cleaning Machine,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3ac8109e-881c-469c-b668-3fc5e93e73bf.jpeg,https://shop.tiktok.com/view/product/1729470920365674953?region=US&local=en,美国,69.99,69.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/6336d530-d314-4b91-aae1-812dcce635f0.jpeg,aweme://ec/store?sellerId=7495671857667606985&url_maker=store_rpc&store_page_version=1,RoomRush,242,0,Household Appliances,家电,0,,4,2024-04-30,$0.00,,,
Ultra lightweight SpotClean ProHeat Pet Portable Carpet Cleaner Robot Vacuum Cleaner for pets and dogs,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/89231309-5613-4f46-a4df-3ebb9f15a276.jpeg,https://shop.tiktok.com/view/product/1729471390093185481?region=US&local=en,美国,119.99,119.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/6336d530-d314-4b91-aae1-812dcce635f0.jpeg,aweme://ec/store?sellerId=7495671857667606985&url_maker=store_rpc&store_page_version=1,RoomRush,242,0,Household Appliances,家电,0,,0,2024-04-28,$0.00,,,
Robot Vacuum Cleaner 5000Pa Suction 150 mins Smart Navigation Mopping Intelligent Robotic Smart Home Appliance,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1666ad24-0cbf-44d0-b378-811da458da86.jpeg,https://shop.tiktok.com/view/product/1729471390681043401?region=US&local=en,美国,149.99,149.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/6336d530-d314-4b91-aae1-812dcce635f0.jpeg,aweme://ec/store?sellerId=7495671857667606985&url_maker=store_rpc&store_page_version=1,RoomRush,242,0,Household Appliances,家电,0,,0,2024-04-28,$0.00,,,
Sgizoku Vacuum Bags Replacement Dust Bags Compatible with ECOVACS DEEBOT X1 OMNI Turbo T10 T20 Omni T20/T20 Max/T20 Pro/X&T Series Robot Vacuum Cleaner（12Pack),http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/fc94697e-18f7-40d2-bee9-2951d4ec7ddb.jpeg,https://shop.tiktok.com/view/product/1729471619550384898?region=US,美国,20.99,20.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/4b220d68-2f13-4723-84b3-bd2b0bf2146a.jpeg,aweme://ec/store?sellerId=7495713059991685890&url_maker=store_rpc&store_page_version=1,Sgizoku,36,46,Household Appliances,家电,0,,1,2024-06-20,$6.00,,,
Robot Vacuum Cleaner S1 - Quite Robotic Vacuum Cleaner No-Go Areas 2000Pa Slim Design Robot Vacuums Carpets Boost Intellect Self-Charging Vacuum Cleaner for Pet Hair- Black,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e8f35d78-69c5-4c18-b416-9a4f7a892163.jpeg,https://shop.tiktok.com/view/product/1729471639072248071?region=US,美国,35.00,35.00,3,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5a2e0e47-d216-48a2-836d-10615d54764e.jpeg,aweme://ec/store?sellerId=7495280706026113287&url_maker=store_rpc&store_page_version=1,Cascas Store,8788,93,Household Appliances,家电,5,,1,2024-04-30,,,,
"Yeedi by ECOVACS vac Station Robot Vacuum and Mop - Self Emptying 3-in-1 Cleaner,200-Min Runtime,3000Pa Suction, Smart Mapping, Carpet Detection, Alexa Compatible, Wi-Fi Connected",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1b4eea47-b22d-44af-8eaf-151e25813fa3.jpeg,https://shop.tiktok.com/view/product/1729471822278660777?region=US,美国,429.00,429.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/af6146ca-6ab1-4d46-9239-172d5d1337f9.jpeg,aweme://ec/store?sellerId=7495483710885497513&url_maker=store_rpc&store_page_version=1,La Catrina Store,250,0,Household Appliances,家电,0,,1,2024-05-01,,,,
"Sgizoku Replacement Pads Compatible with Shark RV2610WA AV2610WA RV2620WD AI Ultra 2- in-1 Robot Vacuum, Reusable RV2410WD Replacement pad (5Pack)",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7a947cd1-6563-4dfa-b8b2-dbc9dc42041e.jpeg,https://shop.tiktok.com/view/product/1729471853848269570?region=US,美国,16.99,16.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/4b220d68-2f13-4723-84b3-bd2b0bf2146a.jpeg,aweme://ec/store?sellerId=7495713059991685890&url_maker=store_rpc&store_page_version=1,Sgizoku,36,46,Household Appliances,家电,0,,1,2024-06-20,$6.00,,,
"Sgizoku Dust Bag for iHome Nova Vacuum Bags for Kyvol Cybovac S31 for Uoni V980 Plus Q6 for M7 Pro M8 Max,for For Neabot NoMo N1+, N1 Plus,N2 Robot Cleaner Accessories 2.5L Large Capacity Disposable-12 Pack",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/75df1efb-4242-4b24-a87b-eb73bdfecc87.jpeg,https://shop.tiktok.com/view/product/1729471869872804610?region=US,美国,21.99,21.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/4b220d68-2f13-4723-84b3-bd2b0bf2146a.jpeg,aweme://ec/store?sellerId=7495713059991685890&url_maker=store_rpc&store_page_version=1,Sgizoku,36,46,Household Appliances,家电,0,,0,2024-06-20,$6.00,,,
"Lefant M310 Robot Vacuum Cleaner with Precise Distance Navigation, 150 Minutes, HEPA Filter, WLAN(2.4Hz Only) Robot Vacuum Cleaner, Great for Pet Hair, Carpets, Hard Floors",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/832cc1c3-ed11-46f1-8c11-5e7c96283956.jpeg,https://shop.tiktok.com/view/product/1729471889150743283?region=US,美国,119.99,119.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/178e2734-ef01-476f-9a87-e7e264592ca8.jpeg,aweme://ec/store?sellerId=7495343675799079667&url_maker=store_rpc&store_page_version=1,Lefant Sale Store,1662,8,Household Appliances,家电,0,,9,2024-05-01,$0.00,,,
