商品名称,商品缩略图,商品链接,国家、地区,商品价格最大值,商品价格最小值,商品星级,店铺商标链接,店铺链接,店铺名称,店铺销量,店铺商品数,商品类目-en,商品类目-zh,商品评论数,销量环比,带货达人数,上架时间,运费（预设目的地为纽约）,销量,销售额,运营模式
"Robot Vacuum Cleaner, Slim Robotic Vacuum with Alexa/WiFi/App Control, Self-Charging, 500ML Large Dust Box for Pet Hair, Carpet, Hard Floor, M210 White",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/33e93ad3-8819-4192-8e70-ca41a0adab6d__1729720224773542184.jpeg,https://shop.tiktok.com/view/product/1729720224773542184?region=US,美国,130.99,118.89,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum Cleaner, 2 in 1 Robot Vacuum and Mop, Control, Self Charging Robot Vacuum Cleaner with Schedule, Great for Cleaning Pet Hair Carpet Hard Floors",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/1480b1e9-eeb6-49b5-aa55-8a9c6b1fb54e__1729720230564368680.jpeg,https://shop.tiktok.com/view/product/1729720230564368680?region=US,美国,140.89,140.89,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum Cleaner with 2800Pa,Featured Carpet Boost,Tangle-Free,Ultra Slim,Self-Charging",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/754e73d4-30f4-4d92-a632-305ce97c5e82__1729720233264779560.jpeg,https://shop.tiktok.com/view/product/1729720233264779560?region=US,美国,119.99,119.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum Cleaner, 2 in 1 Mop Combo for Pet Hair, Voice Control and Connect Alexa",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2a612185-8292-40c2-9429-78af83ac659f__1729720250023776552.jpeg,https://shop.tiktok.com/view/product/1729720250023776552?region=US,美国,152.99,140.89,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum and Mop Combo, 2500Pa Powerful Suction, WiFi/App/Alexa, Robot Vacuum with Schedule, 2-in-1 Mopping Robot Vacuum with Tank and Dust Collector, Self-Charging, Ultra Slim, Ideal for Hard Floors, Pet Hair, and Carpets",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/7a2e62e2-3431-4516-8b05-1e28a74fa58f__1729720314668028295.jpeg,https://shop.tiktok.com/view/product/1729720314668028295?region=US,美国,135.99,135.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/cba9e778-6652-4966-9984-3f8758f64dcc.jpeg,aweme://ec/store?sellerId=7495912049618880903&url_maker=store_rpc&store_page_version=1,Huasi inc,2268,442,Household Appliances,家电,0,,10,2024-12-28,$7.99,,,
"Robot Vacuum Cleaner, 3500Pa Vacuum Cleaner with Schedule, App//Wi-Fi/Alexa, Slim, Ideal for Hard Floor, Pet Hair",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/a735a448-8325-42e3-adcb-26441a9c6487__1729720319208165672.jpeg,https://shop.tiktok.com/view/product/1729720319208165672?region=US,美国,140.88,140.88,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum, Wi-Fi Connected, Black, RV754",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/5be9dbc9-2f50-4a39-91eb-0b05b4c6ee67__1729720328539640104.jpeg,https://shop.tiktok.com/view/product/1729720328539640104?region=US,美国,206.90,206.90,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"2-in-1 Robot Vacuum & Mop with No Spots Missed on Carpets & Hard Floors, Precision Home Mapping,",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2379687f-d651-49b3-a850-e2f6f2f70f1e__1729720334573867304.jpeg,https://shop.tiktok.com/view/product/1729720334573867304?region=US,美国,305.90,305.90,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum Cleaner, Robot Vacuum Mop Combo, With Alexa/WiFi/App Connection, for Pet Hair, Hard Floor",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/7d99d1e6-c0a4-4290-9dfd-adfa3e036002__1729720466851467560.jpeg,https://shop.tiktok.com/view/product/1729720466851467560?region=US,美国,163.99,163.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"Robot Vacuum and Mop Combo,2 in 1 Mopping Robot Vacuum Cleaner with 3000Pa Suction,Slim Robotic Vacuum,Self-Charging,APP/Remote/Voice Control,Ideal for Pet hair,C2 Slim Robotic Vacuum Mopping Robot Vacuum Cleaner",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c00ab204-77a8-496a-9fb6-243505a04e79__1729720677988798760.jpeg,https://shop.tiktok.com/view/product/1729720677988798760?region=US,美国,141.99,141.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,1,2024-11-24,$7.99,,,
"Robot Vacuum Cleaner, 2 in 1 Robot Vacuum and Mop Combo for Pet Hair, Hard Floor",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/686da417-e361-449d-90c5-c7fce3d39f0e__1729720691234935080.jpeg,https://shop.tiktok.com/view/product/1729720691234935080?region=US,美国,149.69,149.69,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/23144c1d-c7ea-4c3b-a94f-fb6213e125f5.jpeg,aweme://ec/store?sellerId=7495901650308466984&url_maker=store_rpc&store_page_version=1,Coffee make,373,0,Household Appliances,家电,0,,0,2024-11-24,$7.99,,,
"SEAUTO Crab Robotic Pool Vacuum,Wall-Climbing Robot, Automatic Pool Cleaner,Suitable for Walls and Floors of 1614 Square Feet Pool",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/cf6ee75a-e430-40e5-a78c-0dfc0f43eb4c__1729721271629877470.jpeg,https://shop.tiktok.com/view/product/1729721271629877470?region=US,美国,494.99,454.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b8fb45d2-e4fd-468c-b957-d4fe2da9a62a.jpeg,aweme://ec/store?sellerId=7495888719692728542&url_maker=store_rpc&store_page_version=1,Atlantic Wave,0,4,Home Improvement,家装建材,0,,2,2024-11-16,$0.00,,,
Roomba Combo i5 Robot Vacuum and Mop,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2aab752e-5832-4b21-9e27-17f39aee5a3c__1729725783768666210.jpeg,https://shop.tiktok.com/view/product/1729725783768666210?region=US,美国,321.98,321.98,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/c245a3f5-f156-4269-8a8f-e34d32087548.jpeg,aweme://ec/store?sellerId=7495908448074434658&url_maker=store_rpc&store_page_version=1,Power generator,149,0,Household Appliances,家电,0,,0,2024-11-15,$7.99,,,
"9500000Pa 5-in-1 Wireless Handheld Car Vacuum Cleaner, Portable Robot for Car & Home Cleaning, Powerful Suction Household Appliance mini hard floor",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/26bda7f2-9614-49de-bbbe-5744a5d1240c.jpeg,https://shop.tiktok.com/view/product/1729729928043336072?region=US,美国,89.86,76.78,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a79aa621-64a3-45d5-8279-73ba3d2d6b63.jpeg,aweme://ec/store?sellerId=7495943571767462280&url_maker=store_rpc&store_page_version=1,Smart Home Fixtures,11,24,Household Appliances,家电,0,,1,2024-10-23,$0.00,,,
"2023 3-in-1 USB Rechargeable Robot Vacuum Cleaner – Automatic Sweeping, Wet Mopping, and Powerful Vacuum Cleaning hard floor narwhal mop vacuum multi-surface cleaning",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/44ee9c8e-b1d2-4d80-becf-601a037a7b8b__1729729931269476744.jpeg,https://shop.tiktok.com/view/product/1729729931269476744?region=US,美国,154.67,154.67,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a79aa621-64a3-45d5-8279-73ba3d2d6b63.jpeg,aweme://ec/store?sellerId=7495943571767462280&url_maker=store_rpc&store_page_version=1,Smart Home Fixtures,11,24,Household Appliances,家电,0,,1,2024-10-23,$0.00,,,
Automatic Vacuum Cleaners USB Charging Mini Cleaning Machine Smart Sweeping Mopping Robot Vacuum Cleaners hard floor narwhal mop vacuum,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/579ad65c-48b8-4e14-8b06-45963bd561e3__1729729940293456264.jpeg,https://shop.tiktok.com/view/product/1729729940293456264?region=US,美国,73.68,73.68,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a79aa621-64a3-45d5-8279-73ba3d2d6b63.jpeg,aweme://ec/store?sellerId=7495943571767462280&url_maker=store_rpc&store_page_version=1,Smart Home Fixtures,11,24,Household Appliances,家电,0,,1,2024-10-23,$0.00,,,
"Automatic Wireless Robot Vacuum Cleaner - Smart Dry & Wet Cleaning, Self-Charging hard floor narwhal mop vacuum",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4c3fbd33-26f8-44f1-b3b2-b7cb1c138206__1729730015426154888.jpeg,https://shop.tiktok.com/view/product/1729730015426154888?region=US,美国,69.76,69.76,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a79aa621-64a3-45d5-8279-73ba3d2d6b63.jpeg,aweme://ec/store?sellerId=7495943571767462280&url_maker=store_rpc&store_page_version=1,Smart Home Fixtures,11,24,Household Appliances,家电,0,,1,2024-10-23,$0.00,,,
New Wet Mopping USB Rechargeable 5-In-1 Robot Vacuum Cleaner Automatic Cleaning Sweeping Machine Vacuum Cleaners Easy To Use hard floor narwhal mop vacuum,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/6596af08-2418-4d21-af1e-f5f144b38ddf__1729730016472502664.jpeg,https://shop.tiktok.com/view/product/1729730016472502664?region=US,美国,126.45,126.45,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a79aa621-64a3-45d5-8279-73ba3d2d6b63.jpeg,aweme://ec/store?sellerId=7495943571767462280&url_maker=store_rpc&store_page_version=1,Smart Home Fixtures,11,24,Household Appliances,家电,0,,1,2024-10-23,$0.00,,,
MiLESEEY Wet and Dry Vacuum Cleaner – Efficient Cleaning Solution hard floor powerful robot narwhal mop vacuum multi-surface cleaning,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/30a8e48d-95b6-43c1-a033-fb0d028b9a59__1729730067830706568.jpeg,https://shop.tiktok.com/view/product/1729730067830706568?region=US,美国,86.69,86.69,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a79aa621-64a3-45d5-8279-73ba3d2d6b63.jpeg,aweme://ec/store?sellerId=7495943571767462280&url_maker=store_rpc&store_page_version=1,Smart Home Fixtures,11,24,Household Appliances,家电,0,,1,2024-10-23,$0.00,,,
"Dreame Mova M1 Robot Vacuum Cleaner with Mop, 4500Pa Suction Power, LiDAR Navigation, Multiple Map Memory, Customized Cleaning, Perfect for Hard Floors, Carpets and Pet Hair robotsmart  vacuum",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/2a25e2ef-597f-44ef-9954-706e6f2f2629.jpeg,https://shop.tiktok.com/view/product/1729736347078070460?region=US,美国,139.99,139.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/ab21ac46-cb4a-4c12-9d00-0af83d039b9a.jpeg,aweme://ec/store?sellerId=7495885664718194876&url_maker=store_rpc&store_page_version=1,Dreame Selected Store,14,3,Household Appliances,家电,0,,19,2024-10-24,$0.00,,,
"AIRROBO Robot Vacuum and Mop Combo, Self-Emptying, 60-Day Capacity, Home Mapping, Schedule, Wi-Fi/App/Alexa/Remote, 180mins Runtime, T20+ Robotic Vacuum Cleaner for Pet, Hard Floors, Carpet",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2f96c4aa-1cad-4816-be90-7f4cefa8f3a6__1729736393411170561.jpeg,https://shop.tiktok.com/view/product/1729736393411170561?region=US,美国,269.99,269.99,5,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/8e57f74f-4665-4bfa-8205-d2cbf2701469.jpeg,aweme://ec/store?sellerId=7495857691642923265&url_maker=store_rpc&store_page_version=1,AirroboOfficial,1014,12,Household Appliances,家电,1,,15,2024-10-25,$0.00,,,
"AIRROBO Robot Vacuum Cleaner with silent noise, App Control, 120 Mins Runtime, Self-Charging Robotic Vacuum Cleaner for Low Carpet, Pet Hair, Hard Floors",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/ee2e6016-d005-489f-ba83-c06b95ca370c__1729739751672877238.jpeg,https://shop.tiktok.com/view/product/1729739751672877238?region=US,美国,99.99,99.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d2c91396-1fcc-45ed-b7f6-8ac381cb1dbe.jpeg,aweme://ec/store?sellerId=7495917043069520054&url_maker=store_rpc&store_page_version=1,AirroboTech,143,8,Household Appliances,家电,0,,3,2025-01-21,$0.00,,,
AIRROBO Robot Vacuum Models: P20 Vacuum Cleaner | G60 Vacuum Mop combo | T20+&L40+ Auto-Dust Collection | 60-Day Hands-Free | Wireless Cleaner for Home,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/5756c22a-768f-4ba8-90a2-bb08e71feb3a__1729739771382173878.jpeg,https://shop.tiktok.com/view/product/1729739771382173878?region=US,美国,279.99,99.99,4.2,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d2c91396-1fcc-45ed-b7f6-8ac381cb1dbe.jpeg,aweme://ec/store?sellerId=7495917043069520054&url_maker=store_rpc&store_page_version=1,AirroboTech,143,8,Household Appliances,家电,5,,47,2024-11-21,$0.00,,,
"AIRROBO Robotic Pool Cleaner, Pool Vacuum for Inground Pools and Above Ground Pools, Wall-Climbing Pool Robot Vacuum Smart Navigation and Parking, Cleans Pool Floor Walls and Waterline, Lasts 120 Mins",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/90c6d828-c7b3-42a3-bae3-d1974a254bd9__1729739830294843574.jpeg,https://shop.tiktok.com/view/product/1729739830294843574?region=US,美国,339.99,339.99,5,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d2c91396-1fcc-45ed-b7f6-8ac381cb1dbe.jpeg,aweme://ec/store?sellerId=7495917043069520054&url_maker=store_rpc&store_page_version=1,AirroboTech,143,8,Household Appliances,家电,1,,2,2025-01-21,$0.00,,,
Vacuum Cleaner Robot Sweeper Smart Remote Control Wireless Floor Sweeping Cleaning Machine and Wet For Home Vacuum Cleaners,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/70e9b52f-8bc1-42e7-a911-98c41e74bff4__1729740731175702685.jpeg,https://shop.tiktok.com/view/product/1729740731175702685?region=US,美国,46.00,46.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/89e2fb42-c8f6-4445-837c-6f3a926f7be0.jpeg,aweme://ec/store?sellerId=7495943641808537757&url_maker=store_rpc&store_page_version=1,YoayYoYo,6,0,Household Appliances,家电,0,,7,2024-11-21,,,,
"Home Times Robot Vacuum Floor Cleaning Concentrate for Mops - Compatible with Roborock, Tineco, iFloor, Etc. - - Hardwood & Multi-Surface - Non-Toxic, Residue-Free Household mop soap",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/df42a3cb-6e25-4526-ab59-dcc4871e990b__1729744671412818158.jpeg,https://shop.tiktok.com/view/product/1729744671412818158?region=US,美国,15.99,15.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5816ad46-d043-4376-a220-cde27c06ee64.jpeg,aweme://ec/store?sellerId=7495809211153680622&url_maker=store_rpc&store_page_version=1,hometimes cleaning,340,22,Home Supplies,居家日用,0,,23,2024-10-26,$9.99,,,
"Home Times Robot Vacuum Floor Cleaning Concentrate for Mops - Compatible with Roborock, Tineco, iFloor, Etc.  Hardwood & Multi-Surface - Non-Toxic, Residue-Free floor/ glass cleaner Household mop soap",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b2779e57-3fea-4817-a349-5026e1eeef25.jpeg,https://shop.tiktok.com/view/product/1729745343249158382?region=US,美国,15.99,15.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5816ad46-d043-4376-a220-cde27c06ee64.jpeg,aweme://ec/store?sellerId=7495809211153680622&url_maker=store_rpc&store_page_version=1,hometimes cleaning,340,22,Home Supplies,居家日用,0,,3,2024-10-26,$11.39,,,
"Filter Replacement for iRobot Roomba e, i and j Series i7 i7+/plus i3 i3+ E5 E6 E7 i4 i6 i6+ i8 i8+ Robot Vacuum Cleaners parts, 9 count High Efficiency 4639161 Filters",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/e427a4b3-19e5-4d4d-ab9f-8f5d29971b43__1729755906755957019.jpeg,https://shop.tiktok.com/view/product/1729755906755957019?region=US,美国,26.98,19.48,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/13d454e1-5769-448b-ae93-40afa8844514.jpeg,aweme://ec/store?sellerId=7495874741344110875&url_maker=store_rpc&store_page_version=1,MokerFilm,853,4845,Home Supplies,居家日用,0,,0,2024-11-16,,,,
Robot Vacuum Cleaner Mop Holder for Roborock Q Revo P10 Robot Vacuum Cleaner Mop Bracket,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b5ed8dea-5a3a-4405-93d6-e50021e68de9.jpeg,https://shop.tiktok.com/view/product/1729758242962510547?region=US,美国,9.99,9.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/43281dfc-385b-4d84-ba1c-8d7983e0bbf4.jpeg,aweme://ec/store?sellerId=7495945129660287699&url_maker=store_rpc&store_page_version=1,Technology born for fever,390,0,Household Appliances,家电,0,,0,2024-11-11,,,,
"Robot Vacuum and Mop Combo, WiFi/App/Alexa, Robotic Vacuum Cleaner with Schedule, 2 in 1 Mopping Robot Vacuum with Watertank and Dustbin, Self-Charging, Slim, Ideal for Hard Floor, Pet Hair, Carpet,intelligent.",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/0d719965-9e36-44a3-9469-f42cf4effdb5.jpeg,https://shop.tiktok.com/view/product/1729758785487802759?region=US,美国,135.99,135.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/cba9e778-6652-4966-9984-3f8758f64dcc.jpeg,aweme://ec/store?sellerId=7495912049618880903&url_maker=store_rpc&store_page_version=1,Huasi inc,2268,442,Household Appliances,家电,0,,18,2025-01-02,$7.99,,,
"Sweeping Robot Vacuum and Mop Combo, WiFi/App, Robotic Vacuum Cleaner with Schedule, 2 in 1 Mopping Robot Vacuum with Water tank and Dustbin, Self-Charging",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/8c22f22e-9476-45a9-89dc-9bab65644987.jpeg,https://shop.tiktok.com/view/product/1729759359169958310?region=US,美国,299.98,299.98,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7ef4f53b-1140-420d-8450-819678ba5e24.jpeg,aweme://ec/store?sellerId=7495764016253340070&url_maker=store_rpc&store_page_version=1,Garden Fence US,52,0,Household Appliances,家电,0,,1,2024-10-30,,,,
"Sweeping Robot Vacuum and Mop Combo, WiFi/App, Robotic Vacuum Cleaner with Schedule, 2 in 1 Mopping Robot Vacuum with Water tank and Dustbin, Self-Charging, Slim, Ideal for Hard Floor",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/f1a1fe97-829c-4967-9f04-8b194f08f2bb__1729759368825770406.jpeg,https://shop.tiktok.com/view/product/1729759368825770406?region=US,美国,299.98,299.98,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7ef4f53b-1140-420d-8450-819678ba5e24.jpeg,aweme://ec/store?sellerId=7495764016253340070&url_maker=store_rpc&store_page_version=1,Garden Fence US,52,0,Household Appliances,家电,0,,1,2024-10-30,,,,
"Robot Vacuum and Mop Combo, 2 in 1 Mopping Robot Vacuum Cleaner with Schedule, Wi-Fi/App/Remote, 2000Pa Max Suction, Self-Charging Robotic Vacuum, Slim, Ideal for Hard Floor, Pet Hair, Low-Pile Carpet,Self-Charging",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/8a4b1bf9-3a75-422f-93c5-135b8b24fb0f.jpeg,https://shop.tiktok.com/view/product/1729759412391547302?region=US,美国,299.98,299.98,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7ef4f53b-1140-420d-8450-819678ba5e24.jpeg,aweme://ec/store?sellerId=7495764016253340070&url_maker=store_rpc&store_page_version=1,Garden Fence US,52,0,Household Appliances,家电,0,,1,2024-10-30,,,,
"Robot Vacuum and Mop Combo, 2 in 1 Mopping Robot Vacuum Cleaner with Schedule, Wi-Fi/App/Remote, 2000Pa Max Suction, Self-Charging Robotic Vacuum, Slim, Ideal for Hard Floor, Pet Hair, Low-Pile Carpet,Smarter and quieter",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d34051f8-8075-4e86-a72a-5a2cba3c92a0.jpeg,https://shop.tiktok.com/view/product/1729759412566987174?region=US,美国,299.98,299.98,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7ef4f53b-1140-420d-8450-819678ba5e24.jpeg,aweme://ec/store?sellerId=7495764016253340070&url_maker=store_rpc&store_page_version=1,Garden Fence US,52,0,Household Appliances,家电,0,,1,2024-10-30,,,,
"Robot Vacuum, Robot Vacuum Cleaner with WiFi/APP/Alexa, Automatic Self-Charging, Robot Vacuum and Mop Combo Perfect for Carpet, Hard-Floor and Pet Hair (Random Color-Black/Blue/Grey)",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9f6af4b2-fdc5-47bf-b926-7cb625c8e1c5__1729763988368822917.jpeg,https://shop.tiktok.com/view/product/1729763988368822917?region=US,美国,59.99,59.99,3,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1c56ac9f-93ca-4be4-ad15-c2224cb03c0d.jpeg,aweme://ec/store?sellerId=7495895930147211909&url_maker=store_rpc&store_page_version=1,Bela Hejmo,312,1,Household Appliances,家电,4,,10,2024-11-12,$7.00,,,
"Cordless Robotic Pool Cleaner, Cordless Pool Vacuum Robot with 45W Boosted Power,130Mins Superior Endurance for Above/Inground Pools Up to 1300 Sq.ft (Black and Green) pool cleaning",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/a4d2f8e1-b4cc-4acf-be3c-da9a4fad77a1__1729766765098144383.jpeg,https://shop.tiktok.com/view/product/1729766765098144383?region=US,美国,277.99,277.99,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3d32e3a3-6f57-45e8-ba47-57402b3bfaf0.jpeg,aweme://ec/store?sellerId=7495869141102791295&url_maker=store_rpc&store_page_version=1,Whitegoods,162,0,Home Improvement,家装建材,0,,0,2024-12-04,$0.00,,,
"BR151 Robot Vacuum Cleaner, Robot Vacuum and Mop Combo Compatible with Alexa, Blue Carpet Cleaning Machine Household Appliances",http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/67681e42-ed27-4092-a1a9-650ee8ac2e22.jpeg,https://shop.tiktok.com/view/product/1729770346647228777?region=US,美国,124.25,124.25,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/fcb74a32-c9f6-44c0-8797-9ee645504714.jpeg,aweme://ec/store?sellerId=7495917667118844265&url_maker=store_rpc&store_page_version=1,dsasdqqdddd,162,0,Household Appliances,家电,0,,1,2025-03-12,$7.99,,,
"Robot Vacuum and Mop with FlexiArm Design Edge Mopping, Self-Emptying,  Liftable Mops, Auto Mop Washing & Drying, Reactive Tech Obstacle Avoidance",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c7ae88cf-833a-4309-8845-74e798d10e96__1729770957671928060.jpeg,https://shop.tiktok.com/view/product/1729770957671928060?region=US,美国,774.00,774.00,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/927e0990-c90b-4eb3-a0cc-a819145032db.jpeg,aweme://ec/store?sellerId=7495873790816258300&url_maker=store_rpc&store_page_version=1,YoubaiShop,333,0,Household Appliances,家电,0,,0,2024-11-15,$7.99,,,
"Robot Vacuum and Mop, Strong Suction, Week Dust Storage, Bagless Dust Container, Tech, ZeroTangle Brush  Cleaning Plan To Comprehensively Clean",https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9494402e-7b09-4404-9beb-4bbf074d533d__1729772529974284540.jpeg,https://shop.tiktok.com/view/product/1729772529974284540?region=US,美国,429.91,412.79,0,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/927e0990-c90b-4eb3-a0cc-a819145032db.jpeg,aweme://ec/store?sellerId=7495873790816258300&url_maker=store_rpc&store_page_version=1,YoubaiShop,333,0,Household Appliances,家电,0,,0,2024-11-15,$7.99,,,
