视频封面,主营类目,视频链接,视频标题,达人名称,达人账号,达人主页,达人头像,点赞数,播放量,评论数,收藏数,互动率（百分比）,视频时长（秒）,发布日期,视频销量,视频销售额,commodityId,商品头像,商品名称,商品价格,商品星级,商品类目,commodityCategoryCn,商品销量,商品销售额
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/5aa76958-2d37-4231-ba09-88f354943462.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7502114650973162782,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,8782,610717,88,645,1.62,46,2025-05-09 00:36:37,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a609126d-cf0e-4ec8-b470-31027f138fe1.jpeg,Home Improvement,https://www.tiktok.com/@meganmousa/video/7502186688886623519,Swimming pool essentials for this summer: robot pool vacuum with 90 minute runtime time! #poolvacuum #poolessenitals #swimmingpoolessentials #vacuum #outdoorfun #TikTokShopCreatorPick #TTSLevelUp #tiktokshopfinds #creatorsearchinsights  ,Megan Mousa 🌸,meganmousa,https://www.tiktok.com/@meganmousa,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/d3adad3b-6ad9-4439-8317-70074e84fae6.jpeg,344,105437,20,78,0.55,31,2025-05-09 05:16:06,28,3332,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/87268206-4234-40cd-9d89-93e87a99714b.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7495156103882329374,New eufy c10 robot vacuum corner cleaning test #roomba #robotvacuum #justadadvideos #eufyclean #eufyrobotvacuum #robotvacuumcleaner ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,350,100006,41,30,0.44,111,2025-04-20 06:34:06,0,0,1730897177105830672,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b5635674-afd3-40e8-97d1-f0a129cadbfa__1730897177105830672.jpeg,"eufy C10 Robot Vacuum with Self Emptying Station, Up to 60 Days Hands Free Cleaning, Edge Expansion Brush, 2.85-Inch Ultra-Slim Body, Smart Mapping, Point Laser and Multi-Infrared Navigation",299.99,0,Household Appliances,家电,17,5099.83
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/61083113-82d0-4b29-bf71-e1474a9a9be4.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7498471938310819102,Dreame l20 review robot vacuum does a great job mopping #justadadvideos #robotvaccuum #roomba #robotvacuumcleaner #dreamel20ultra @DreameUS ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,868,86155,16,126,1.26,154,2025-04-29 05:00:59,0,0,1730197644483335154,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/88ebcb3b-8890-4cad-8b9d-1523c3a31eaa__1730197644483335154.jpeg,"DREAME L20 Ultra Robot Vacuum, Auto Mop Removal&Raising, Washing and Drying, 7kPa Strong Suction, Self-Refilling, AI Obstacle Avoidance Robot Vacuu",549.98,0,Household Appliances,家电,0,0
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/556825d1-f920-484a-a6bb-e43ecb010209.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7498417911149776158,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,1080,63948,26,178,2.27,49,2025-04-29 01:31:52,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/8ab5fa27-f636-4438-818a-490cd427ea74.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7498006969677122847,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,347,47930,22,107,1.19,44,2025-04-27 22:57:09,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1ad48cf4-a4c7-4b07-b8d6-c12a2cb46dda.jpeg,Household Appliances,https://www.tiktok.com/@eufyofficial/video/7500907993890884895,Don’t miss out on our Mid-Year Sale! 🚨 Save big on our top selling Omni C20 Robot Vacuum 🏡🧹 #fy #fyp #eufy #eufyc20 #eufyomnic20 #eufyrobotvacuum #robotvacuum #mopvacuum #CleanTok #TikTokShop #vacuum #sale ,eufy US,eufyofficial,https://www.tiktok.com/@eufyofficial,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/0bc0f826-6d7f-4c76-a855-1c2d769916b1.jpeg,53,45939,5,13,0.19,44,2025-05-05 18:35:13,0,0,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/9e27cc6e-7f57-4307-8ed6-8f705b7b56e5.jpeg,Household Appliances,https://www.tiktok.com/@trutech/video/7501763414713208110,Check it out on TikTok Shop ⬆️ This is the eufy C10 Robot Vacuum with Self Emptying Station Edge Expansion Brush and it’s a great way to keep your home clean @eufy US #eufyC10#eufyselfemptyC10#eufyrobotvacuum#eufy#selfemptystation#selfemptying#robotvacuum#CleanTok#cleaningtiktok#homehacks #eufypartner ,Trutech | Technology Reviews,trutech,https://www.tiktok.com/@trutech,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/a476d14e-f39a-4f09-b943-00e58224c7d8.jpeg,1788,44358,23,86,4.45,63,2025-05-08 01:54:27,0,0,1730897177105830672,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b5635674-afd3-40e8-97d1-f0a129cadbfa__1730897177105830672.jpeg,"eufy C10 Robot Vacuum with Self Emptying Station, Up to 60 Days Hands Free Cleaning, Edge Expansion Brush, 2.85-Inch Ultra-Slim Body, Smart Mapping, Point Laser and Multi-Infrared Navigation",299.99,0,Household Appliances,家电,17,5099.83
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f581dbc5-6fe9-49ba-bb22-c5ec3a6bc063.jpeg,Household Appliances,https://www.tiktok.com/@trutech/video/7496545844653608235,Check out this affordable robot pool vacuum on TikTok Shop ⬆️ The Seauto SAT10 Robotic Pool Vacuum is affordable and lets you easily keep your pool clean year round @Seauto Official #poolcleaning #poolrobot #seauto #poolrobotvacuum #seautosat10 #seautoparnter,Trutech | Technology Reviews,trutech,https://www.tiktok.com/@trutech,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/a476d14e-f39a-4f09-b943-00e58224c7d8.jpeg,2211,39839,13,167,6.12,55,2025-04-24 00:26:52,0,0,1730853716723339583,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/ac30adc9-4d7a-43e5-bf35-770c98bd0360__1730853716723339583.jpeg,"[150 Mins Running Up to 2000 Sq.ft] Seauto SAT 10 Robotic Pool Cleaner, Cordless Robotic Pool Vacuum for Above Ground Pool, 180W Brushless Motor, for In Ground Flat Pools up to 2000 sq.ft",299.99,2,Household Appliances,家电,1,299.99
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/75798718-2fa7-4e38-8778-9b8d20cc9364.jpeg,Home Improvement,https://www.tiktok.com/@jayfeezy/video/7501375650872266014,this has got to be the best robot pool vacuum I've ever seen. #aiper #aiperpoolvacuum #vacuum #poolcleaning #pool #poolvac #poolcleaner #poolvacuum #robotpoolvacuum ,Jayfeezy88,jayfeezy,https://www.tiktok.com/@jayfeezy,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/d225db6b-630d-4ec4-88fb-52bf53da77d8.jpeg,132,38581,6,23,0.62,91,2025-05-07 00:49:19,5,595,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7819727b-ef42-4285-9feb-1b5d3840721c.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7497241727909023006,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,176,34651,15,12,0.76,46,2025-04-25 21:27:11,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/c3444879-85ec-4600-9dec-813c997a3e67.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7499885898499149086,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,280,25264,12,57,1.59,46,2025-05-03 00:28:17,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/9a9a61bc-218b-4f3c-a400-1691c118bfe0.jpeg,Household Appliances,https://www.tiktok.com/@eufyhome/video/7496947841286343967,Worlds First HYDROJET Robot Vacuum with Portable Deep Cleaner! AVAILABLE NOW!  #cleaningtiktok #CleanTok #cleaninginspo #robotvaccuum #cleaningmusthaves #eufy #eufyclean #eufye28vacuum ,eufyhome US,eufyhome,https://www.tiktok.com/@eufyhome,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/017773aa-d9ba-480e-a35a-9c02bc3eac67.jpeg,106,25128,12,26,0.67,13,2025-04-25 02:26:44,0,0,1731080304033764112,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/bf47ca16-21e2-4302-8170-2870d0f17214__1731080304033764112.jpeg,"eufy E28 Omni Robot Vacuum and Mop Combo,HydroJet System,with Portable Deep Cleaner for Carpet,20,000Pa Turbo Suction,Zero-Tangling,Corner to Edge Deep Cleaning,with auto All-in-One Station",999.99,0,Household Appliances,家电,5,4999.95
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7c7e6a03-2a15-4125-9fd2-1203f2de48ab.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7496877486861585695,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,125,23075,10,39,0.88,27,2025-04-24 21:53:42,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/417fc7a1-ebc9-4914-9145-3fa16b179da4.jpeg,Home Improvement,https://www.tiktok.com/@kns_1031/video/7495036730110676254,Replying to @Treslyn .A vacuum cleaner for your pool is essential. this cordless & AFFORDABLE one does amazing 🙌🏼☀️💦 #poolcleaning #vacuumcleaner  #cordlessvacuum #pool #fyp #poolmaintenance #musthave  #robotvacuumcleaner #aiper #aiperroboticpoolcleaner #tiktokmademebuyit #abovegroundpool #poolvacuum Cordless vacuum pool cleaner. Must have for pool. Pool essentials. How to clean your pool. Pool cleaning. Pool vacuum. Aiper robot vacuum cleaner.,Katlyn 🖤,kns_1031,https://www.tiktok.com/@kns_1031,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/49ad2d39-120c-4f3f-afbe-6dbbdfa55348.jpeg,115,20699,11,15,0.86,22,2025-04-19 22:50:58,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/caf1701d-392c-4d17-a16d-e87d46e1d08d.jpeg,Household Appliances,https://www.tiktok.com/@eufyhome/video/7504422969754668319,Eufy RoboVac Omni E28 has an amazing feature if you have carpet. It has a 2 in 1 robot vacuum and portable HYDROJET!  #cleaningtiktok #CleanTok #cleaninginspo #robotvaccuum #cleaningmusthaves #eufy #eufyclean #eufye28vacuum #cleaningmotivation ,eufyhome US,eufyhome,https://www.tiktok.com/@eufyhome,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/017773aa-d9ba-480e-a35a-9c02bc3eac67.jpeg,192,20195,11,12,1.09,19,2025-05-15 05:54:01,0,0,1731080304033764112,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/bf47ca16-21e2-4302-8170-2870d0f17214__1731080304033764112.jpeg,"eufy E28 Omni Robot Vacuum and Mop Combo,HydroJet System,with Portable Deep Cleaner for Carpet,20,000Pa Turbo Suction,Zero-Tangling,Corner to Edge Deep Cleaning,with auto All-in-One Station",999.99,0,Household Appliances,家电,5,4999.95
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/80a4f5c7-e35c-4193-a0bc-c2b221b7a31f.jpeg,Household Appliances,https://www.tiktok.com/@abetterway4everything/video/7495606686892215582,"This was a great investment as full time business owners and parents. Cleaning can take forever but with this Eufy Robot Vacuum, it’s one less thing to worry about. #eufy #eufyrobotvacuum #eufyc10 @eufyhome US #brandselect #springtok #springcleaning #vacuumcleaner #robotvaccuum #treasurefinds #spotlightfinds #ttsdelight #giftguide #ttsdelightnow #tiktokshopcreatorpicks #ttslevelup#tiktokshoprestock #tiktokshopspringglowup #springtok #tiktokshopmothersday #tiktokshopmemorialday ",A Better Way 4 Everything,abetterway4everything,https://www.tiktok.com/@abetterway4everything,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/67e34e85-c869-4c99-bd7a-9d260b5b86bd.jpeg,517,20161,2,80,3.04,64,2025-04-21 11:42:47,0,0,1730897177105830672,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b5635674-afd3-40e8-97d1-f0a129cadbfa__1730897177105830672.jpeg,"eufy C10 Robot Vacuum with Self Emptying Station, Up to 60 Days Hands Free Cleaning, Edge Expansion Brush, 2.85-Inch Ultra-Slim Body, Smart Mapping, Point Laser and Multi-Infrared Navigation",299.99,0,Household Appliances,家电,17,5099.83
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/4c16eba1-5c45-48a7-874b-fa0ca0c86816.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7500660608719736095,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,206,17840,7,68,1.93,49,2025-05-05 02:34:28,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b5a64a15-2624-473b-8629-c76fde6e40ef.jpeg,Household Appliances,https://www.tiktok.com/@trutech/video/7502652263593200942,Check it out on TikTok Shop ⬆️ This eufy Robot Vacuum C10 has a self emptying station and up to 60 days of hands free cleaning for a great clean @eufy US #eufyC10#eufyselfemptyC10#eufyrobotvacuum#eufy#selfemptystation#selfemptying#robotvacuum#CleanTok#cleaningtiktok#homehacks #eufypartner,Trutech | Technology Reviews,trutech,https://www.tiktok.com/@trutech,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/a476d14e-f39a-4f09-b943-00e58224c7d8.jpeg,1889,16144,8,59,12.23,58,2025-05-10 11:23:15,0,0,1730897177105830672,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b5635674-afd3-40e8-97d1-f0a129cadbfa__1730897177105830672.jpeg,"eufy C10 Robot Vacuum with Self Emptying Station, Up to 60 Days Hands Free Cleaning, Edge Expansion Brush, 2.85-Inch Ultra-Slim Body, Smart Mapping, Point Laser and Multi-Infrared Navigation",299.99,0,Household Appliances,家电,17,5099.83
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a3c054e4-f3fd-4a69-822d-1d1f43b23ea4.jpeg,Household Appliances,https://www.tiktok.com/@.jose199/video/7501439326073556270,eufy robot vacuum ommi c20 ro#limpiadora #depisos #bacuum #esuna #vestia#fuersas #TikTokShop ,ALE,.jose199,https://www.tiktok.com/@.jose199,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/1c2b51d6-6131-4baf-9ba5-2bd6646b97a7.jpeg,0,15245,60,0,0.39,96,2025-05-07 04:56:00,0,0,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/00caa029-6254-4771-9b0c-ccd22788d637.jpeg,Household Appliances,https://www.tiktok.com/@kanchabhai1992/video/7504510709439515947,"dreame L10s Ultra Robot Vacuum and Mop Combo, Auto Mop Cleaning and Drying, 5300Pa Suction and Al Navigation, Rechargeable Automatic Vacuum Robot #springtok #fyp #foryoupage #trendingvideo #kanchabhai #kanchabhai1992 #chitradhakal #viralvideo #blackfridaydeals #tiktokshopspringglowup #feelinggirlsuperbrandday #gentlesoft #urbanrevivo #feelingirlwaisttrainer @Ambika Basnet @ambika🇳🇵🇺🇸 @Pooja luitel @Alina @Sujan Basnet @Bhauni ra Bhaun @poudyeldika24 @SARIKAS @Bebas sutar @shreejamom2024 @Birkha @kunti988 @Poudel Chitra @DHAKALMAILA43 #dreame #dreametech #vacuumcleaner #vacuum #CleanTok #vapmop #cleanwithme #housecleaner #mops #carpetcleaner #dreamed10plusgen2 ",Kancha bhai,kanchabhai1992,https://www.tiktok.com/@kanchabhai1992,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/3f23d971-0547-4f1c-a21f-bf7d5ee6213a.jpeg,154,13936,1,0,1.2,53,2025-05-15 11:35:13,0,0,1729935186493674482,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/9b62f69f-f260-4884-be2c-c0576c0671de.jpeg,"dreame L10s Ultra Robot Vacuum and Mop Combo, Auto Mop Cleaning and Drying, 5300Pa Suction and AI Navigation, Rechargeable Automatic Vacuum Robot",399.99,0,Household Appliances,家电,3,1199.97
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/84bb41e8-97b3-4e74-bd4a-f6d05db2bb71.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7503528954247007518,dreame x40  ultra robot vacuum and mop  mopping up muddy dog prints review #vacuum #robotvacuumcleaner #justadadvideos #robotvacuum #dreamel40ultra #vacuumcleaner #dreametech #mopping ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,47,13299,11,13,0.55,40,2025-05-12 20:04:48,0,0,1729925385419789298,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/ecb063a0-d8a6-44a1-a902-e19d75ffc289__1729925385419789298.jpeg,"DREAME X40 Ultra Robotic Vacuum with Removable & Liftable Mop, 12,000Pa Suction, SideBrush Extensive Cleaning, 158°F Mop&Washboard Self Cleaning",899.99,0,Household Appliances,家电,2,1799.98
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3583b870-4afd-494e-87e7-b9007e14d058.jpeg,Household Appliances,https://www.tiktok.com/@lacasadelosfamososlajefa/video/7502071544424746270,BPMIO Robot Vacuum and Mop Com . #Ticktockshop ,"LA CASA DE LOS,FAMOSOS",lacasadelosfamososlajefa,https://www.tiktok.com/@lacasadelosfamososlajefa,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4737bf01-7996-4f2d-a1a2-21ceb48a3502.jpeg,9,12278,0,2,0.1,23,2025-05-08 21:49:19,0,0,1730562632372294566,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/97e2ec69-0e70-4210-ac1d-477940ad99d9__1730562632372294566.jpeg,"BPMIO Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors",102.99,4.4,Household Appliances,家电,3135,322873.65
