视频封面,主营类目,视频链接,视频标题,达人名称,达人账号,达人主页,达人头像,点赞数,播放量,评论数,收藏数,互动率（百分比）,视频时长（秒）,发布日期,视频销量,视频销售额,commodityId,商品头像,商品名称,商品价格,商品星级,商品类目,commodityCategoryCn,商品销量,商品销售额
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/7c560a3f-aa58-4bb8-a84b-14b963c04810.jpeg,Household Appliances,https://www.tiktok.com/@happylittle_home/video/7496992203894476078,Best TikTok shop purchase by far is this robot vacuum #robotvaccuum #robotvacuumcleaner ,Nicole | motherhood,happylittle_home,https://www.tiktok.com/@happylittle_home,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c9ac28cf-09bc-488a-a6cb-6ed2eaea7c5a.jpeg,10,2677,0,5,0.82,22,2025-04-25 05:18:50,0,0,1729413349540729772,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c55d0e48-b184-4d5c-99b1-d14cbac644cc__1729413349540729772.jpeg,"Laresar 3-in-1 Self-Charging Robot Vacuum Cleaner & Mop, 4500Pa Strong Suction Carpet Auto-boost Robotic Vacuum Cleaner, Self-Charging, Remote&Voice Control, Anti-Collision and Boundary Strips robot  vacuum Durable Powerful",139.00,4.4,Household Appliances,家电,11653,1619767
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/69ceeede-41f0-4d81-a9a7-c9b9e48580e4.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7498457501856255262,New eufy s1 pro robot vacuum and mop #justadadvideos #robotvaccuum #roomba #eufys1pro ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,22,2301,1,2,1.17,95,2025-04-29 04:05:00,0,0,1730539891272291088,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/1ca52698-caf0-4836-9de4-c7f3a3e83643__1730539891272291088.jpeg,"eufy S1 Pro Omni Robot Vacuum with All-in-One Station, Floor Washing Robot Vacuum and Mop, 8000 Pa Suction, Obstacle Avoidance, Auto Mop Washing & Drying, Self-Emptying｜Spingtok",1299.99,5,Household Appliances,家电,80,103999.2
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/209e8e80-8aed-4c52-aeb8-aa0bd04ffcb2.jpeg,Household Appliances,https://www.tiktok.com/@linecreekboutique/video/7501514838045379886,This robot vacuum is absolutely fantastic for both the carpet and the hardwoods. I love that it docks itself and empties itself. The app makes it super simple to operate in control and you can even set a schedule so I can vacuum different areas at different times #Vacuum #Robot #RobotVacuum #House #Floors #Clean #Carpet #Hardwood#Dogs,LineCreekBoutique - David,linecreekboutique,https://www.tiktok.com/@linecreekboutique,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c033893e-fdb4-4eac-848f-6682f0fd203a.jpeg,9,2284,1,2,0.61,54,2025-05-07 09:49:01,0,0,1731073275347046684,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/e9b72ee5-8594-451d-be42-6fc480fc9780__1731073275347046684.jpeg,iRobot Roomba 2 Essential Robot Vacuum with Auto-Empty Dock,399.99,0,Household Appliances,家电,3,1199.97
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/ecb0342e-2ed6-436d-8df5-10113205ade7.jpeg,Household Appliances,https://www.tiktok.com/@jahairaallende/video/7496221999589592350,Vacuum Robot para piscina 🏊 #piscina #pool #robotvaccuum #Summer #summervibes #verano ,Jahaira Allende,jahairaallende,https://www.tiktok.com/@jahairaallende,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/5a60a4e0-a2a0-4115-9475-173368eaad7e.jpeg,21,2205,1,1,1.13,36,2025-04-23 03:30:33,0,0,1729481485132337783,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e5d72ea7-373b-49cf-96a8-2c68ba1fbde7.jpeg,"AIPER Cordless Robotic Pool Cleaner, Pool Vacuum with Dual-Drive Motors, Self-Parking Technology, Lightweight #Outdoorfun Water Powerful Performance Modern",699.95,4.1,Household Appliances,家电,3940,1615281.8
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bec7978f-b144-479f-be22-54df0c7cb6b0.jpeg,Household Appliances,https://www.tiktok.com/@yosita_1530/video/7496179866295913771,"Laresar Robot vacuum and mop . Esta aspiradora inteligente Laresar limpia sola, llega a las esquinas más difíciles y deja el piso impecable sin que tengas que mover un dedo. Ideal para casas con mascotas, niños o simplemente si quieres mantener tu hogar limpio sin esfuerzo. Y aunque he tenido problemas para conectarla con la app, ¡funciona perfectamente sin ella! Así que si estás buscando una opción que realmente limpie bien, ¡esta es una excelente opción! #vacuum #vacuumcleaner #robovacuum #cleaning #cleaninghouse #housecleaning #limpieza ",Alejandra,yosita_1530,https://www.tiktok.com/@yosita_1530,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/92526242-0dd1-449f-9768-28e93ade8156.jpeg,11,2039,2,1,0.83,22,2025-04-23 00:47:05,0,0,1729413349540729772,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c55d0e48-b184-4d5c-99b1-d14cbac644cc__1729413349540729772.jpeg,"Laresar 3-in-1 Self-Charging Robot Vacuum Cleaner & Mop, 4500Pa Strong Suction Carpet Auto-boost Robotic Vacuum Cleaner, Self-Charging, Remote&Voice Control, Anti-Collision and Boundary Strips robot  vacuum Durable Powerful",139.00,4.4,Household Appliances,家电,11653,1619767
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e8eaae65-1c1f-4611-b420-ef73b6c6d599.jpeg,Household Appliances,https://www.tiktok.com/@cocoabeachlife/video/7500779401995472170,"Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors #robotvacuumandmopcombo #robotvacuumandmop #robotvacuum #robotvacuumcleaner #robotmop #robotfloormop #robotmopvacuum ",Wisconsin Life,cocoabeachlife,https://www.tiktok.com/@cocoabeachlife,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/1ae5b959-7d01-4755-afc9-f3d3b76fc5e1.jpeg,5,2029,0,0,0.3,41,2025-05-05 10:15:33,0,0,1730231886187434693,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4281aa4c-2f20-4380-94ff-40997557476a__1730231886187434693.jpeg,"#springtok Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors",109.99,0,Household Appliances,家电,4,439.96
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/482df471-79a4-4eb0-a68b-fcb0239f6b94.jpeg,Household Appliances,https://www.tiktok.com/@ailavici/video/7500499457922829614,"#hottopic 4500Pa ROBOT CLEANER🔥2-in-1 Vacuum & Mop｜Auto Carpet Boost｜Voice Control⚡Boundary Control & Self-Charging""‌ #fyp#TikTokShop#SmartHomeAppliances #RobotCleanerDeals #TimeSaverAppliance #CarpetCleaningTech #VoiceControlledHome #AntiCrashRobot #SelfChargingDevice #2In1Cleaner #HomeCleaningGoals #LimitedStockAlert#SmartHome2025、#SpringCleaning",ailavici,ailavici,https://www.tiktok.com/@ailavici,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c6c407a1-5e97-4944-b3d4-1090b1bf39ac.jpeg,7,1945,0,0,0.36,19,2025-05-04 16:10:01,0,0,1729413349540729772,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c55d0e48-b184-4d5c-99b1-d14cbac644cc__1729413349540729772.jpeg,"Laresar 3-in-1 Self-Charging Robot Vacuum Cleaner & Mop, 4500Pa Strong Suction Carpet Auto-boost Robotic Vacuum Cleaner, Self-Charging, Remote&Voice Control, Anti-Collision and Boundary Strips robot  vacuum Durable Powerful",139.00,4.4,Household Appliances,家电,11653,1619767
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3c9d5a1b-107f-445a-bcc7-05386040ca72.jpeg,Household Appliances,https://www.tiktok.com/@bertieisadragon/video/7493994950753799455,"This little robot just replaced me as the house cleaner and honestly? I’m not mad about it. The eufy Omni C20 vacuums, mops, self-empties, and even washes its own mop pads. Everyone needs one of these—especially if you’ve got kids, pets, or a life. #eufyOmniC20 #robotvacuum #mopvac #cleaninghack #momlife #petfriendlyhome #smarthome #lazycleaning #eufyclean #homeupgrades vacuum mop self-cleaning robot floors cleaning automation smart home tech mess-free",Heather,bertieisadragon,https://www.tiktok.com/@bertieisadragon,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/8643024f-5744-4a3e-aed9-5a681d374fe3.jpeg,24,1837,0,0,1.36,42,2025-04-17 03:28:19,0,0,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/6dadb2b3-0824-4830-b2d5-02cd0e17d6dd.jpeg,Household Appliances,https://www.tiktok.com/@thanhha1080/video/7495368933567122734,"eufy X10 Pro Omni Robot Vacuum and Mop Combo, 8,000 Pa Suction, Dual Mops with 12 mm Auto-Lift and Carpet Detection, Al Obstacle Avoidance, Auto Mop Washing, Auto Drying, Self-Emptying, White | Spingtok",thanhha1080,thanhha1080,https://www.tiktok.com/@thanhha1080,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/dbafffb8-bfac-4b47-b2c4-4472434d85c2.jpeg,4,1775,2,1,0.39,12,2025-04-20 20:21:07,0,0,1730853565732655888,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/13370516-b670-4d50-b271-9cab69fee7a5__1730853565732655888.jpeg,"eufy X10 Pro Omni Robot Vacuum and Mop Combo, 8,000 Pa Suction, Dual Mops with 12 mm Auto-Lift and Carpet Detection, AI Obstacle Avoidance, Auto Mop Washing, Auto Drying, Self-Emptying, White｜Spingtok",699.99,0,Household Appliances,家电,15,10499.85
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f53e2a32-2cdd-4e48-a00e-41ac32fe8f87.jpeg,Household Appliances,https://www.tiktok.com/@honeylane_chronicles/video/7502890280249462047,This vacuum literally gave me back hours of my life. Moms—you need this robot in your corner. #RoombaVac2 #RobotVacuum #BusyMomLife #MomHack #AutoEmptyDock #SmartCleaning #TikTokMadeMeBuyIt #iRobotEssential #NoMoreVacuuming ,Honey_Lane 🐝,honeylane_chronicles,https://www.tiktok.com/@honeylane_chronicles,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2498f6f1-b7bb-44b7-9ca3-81f7d193012a.jpeg,10,1748,2,1,0.8,36,2025-05-11 02:46:32,0,0,1731073275347046684,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/e9b72ee5-8594-451d-be42-6fc480fc9780__1731073275347046684.jpeg,iRobot Roomba 2 Essential Robot Vacuum with Auto-Empty Dock,399.99,0,Household Appliances,家电,3,1199.97
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f7fd0433-e73d-4ec3-8e7d-f85267222b56.jpeg,Home Improvement,https://www.tiktok.com/@fullyremotelifestyle/video/7502856759975873822,"Tired of scrubbing your pool by hand? This robot vacuum for pool cleans automatically, saves time, and keeps your water crystal clear all summer. No hoses, no stress—just drop it in and relax. #VacuumForPool #RobotPoolVacuum #PoolCleaningHack #SummerReady #PoolMaintenance #TikTokPoolFinds #SwimmingPoolCare #BackyardVibes #CleanPoolChallenge #PoolHacks #EasyPoolCleaning #creatorsearchinsights #wybot#wybotcordlesspo #wybotpoolcleaner",Fully Remote Lifestyle,fullyremotelifestyle,https://www.tiktok.com/@fullyremotelifestyle,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/df204287-976e-4048-bd43-bd4803ae321c.jpeg,5,1727,0,2,0.52,62,2025-05-11 00:36:36,0,0,1730538665909719466,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/daeffa16-3ff9-43bb-95eb-7cac8c5222bc.jpeg,"Cordless Robotic Pool Cleaner, Winny Pool Cleaner Automatic Pool Vacuum with Dual Filters, 80 Mins Runtime, Ideal for Flat Above Pools Up to 645 Sq.Ft",99.98,3.9,Home Improvement,家装建材,227,22695.46
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/9923951a-0630-4b42-bff3-a7a25cc8f41f.jpeg,Household Appliances,https://www.tiktok.com/@katrinadimiele/video/7496310278632656170,🚨 The Eureka Robot Smart Vacuum is finally here! Don’t miss out on the next level of clean. It’s designed to make your life easier by automatically tackling dirt while you relax. Time to upgrade your cleaning game NOW! 🧹✨ #EurekaVacs #SmartHome #VacuumRevolution @EurekaUS ,Katrina ✨Fashion LiveSeller🛍️,katrinadimiele,https://www.tiktok.com/@katrinadimiele,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9fe7314b-46c8-4580-bdcc-7eebad5173ac.jpeg,16,1684,2,2,1.31,95,2025-04-23 09:12:59,0,0,1729496943480050457,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/6f03cbeb-2f74-45d0-86bc-91842775a444__1729496943480050457.jpeg,"Eureka E10s Robot Vacuum with Bagless Self Emptying Station, Robotic Vacuum Mop Combo, 45-Day Capacity, 4000Pa Suction for Pet Hair, Remote control 2 in 1 home appliance, All-in-One Sweeping and Mopping Robot cleaner Springtok",306.69,4.4,Household Appliances,家电,319,97562.96
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/a6903279-7124-46f8-aadc-3e74b0e67dc4.jpeg,Home Improvement,https://www.tiktok.com/@happyhairvic09/video/7495129322135637279,Pool Robot Vacuum #poolrobitvacuum #pool #poolvacuum #poolmaintenance #Summer #creatorsearchinsights ,Vic | WFH Dad,happyhairvic09,https://www.tiktok.com/@happyhairvic09,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c047aa2f-bd66-44a3-b6a2-44f3ef91727b.jpeg,15,1626,2,2,1.35,25,2025-04-20 04:50:17,0,0,1730538665909719466,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/daeffa16-3ff9-43bb-95eb-7cac8c5222bc.jpeg,"Cordless Robotic Pool Cleaner, Winny Pool Cleaner Automatic Pool Vacuum with Dual Filters, 80 Mins Runtime, Ideal for Flat Above Pools Up to 645 Sq.Ft",99.98,3.9,Home Improvement,家装建材,227,22695.46
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/45ae4af3-7fbe-4adf-9212-505738e71857.jpeg,Household Appliances,https://www.tiktok.com/@jahairaallende/video/7503023985051897118,Pool Robot vacuum #poolvacuum #poolrobot #poolcleaning #creatorsearchinsights  #pool ,Jahaira Allende,jahairaallende,https://www.tiktok.com/@jahairaallende,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/5a60a4e0-a2a0-4115-9475-173368eaad7e.jpeg,6,1506,0,4,0.66,36,2025-05-11 11:25:26,0,0,1730643701509362295,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9caa95a7-55ca-4bab-b163-6f39cd56d582__1730643701509362295.jpeg,"Cordless Robotic Pool Cleaner, Lasts 90 Min, Automatic Vacuum for Above-Ground Pools up to 860 Sq.ft, Portable, Self-Parking",169.99,4.4,Household Appliances,家电,1329,179401.71
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/22ffc2d7-522d-40ae-9ea4-4955127b6eac.jpeg,Household Appliances,https://www.tiktok.com/@xxkarma305/video/7493702003248336170,#creatorsearchinsights This BPMIO Robot Vacuum and Mop Combo has simplified my life so much 🙌🏻 It quickly mapped out the whole house and got to work. It does a great job at vacuuming and mopping. This is a must have! Especially with pets in the home. I should have ordered this sooner 🔥 #vacuummop  ,Karma,xxkarma305,https://www.tiktok.com/@xxkarma305,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9397dc8c-b6fe-46ec-9373-5675c6d1e4d4.jpeg,15,1420,0,2,1.27,10,2025-04-16 08:31:13,0,0,1730562632372294566,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/97e2ec69-0e70-4210-ac1d-477940ad99d9__1730562632372294566.jpeg,"BPMIO Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors",102.99,4.4,Household Appliances,家电,3135,322873.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/878ca9d7-506a-48ea-8b90-6c9548c54080.jpeg,Household Appliances,https://www.tiktok.com/@bstride.diy/video/7494297741560974634,AIRROBO T20+ Robot Vacuum Review after few months. #airrobo #robotvaccuum #robovac #robotvacuumcleaner #robotvacuummop #robotmop ,BStride DIY,bstride.diy,https://www.tiktok.com/@bstride.diy,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/f48da917-38cc-44cf-a68e-668cf8b6120a.jpeg,4,1386,0,0,0.43,67,2025-04-17 23:03:02,0,0,1729626325708476673,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b4b8f91b-5aa4-412e-8d35-3d34b89b149c__1729626325708476673.jpeg,AIRROBO Robot Vacuum Models: P20 Vacuum-Only | P30&G60 Sweep+Mop | T20&L40+ Auto-Dust Collection | 60-Day Hands-Free | Wireless Cleaner for Home,279.99,4.4,Household Appliances,家电,396,75236.04
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/307084be-b8d8-4187-97de-b082a2d86fd4.jpeg,Household Appliances,https://www.tiktok.com/@trentbauer23/video/7502795486592732462,Tikom robot vacuum and mop com #TikTokShop #tiktokshopmothersday #fypシ #homecleaning ,Trent Bauer,trentbauer23,https://www.tiktok.com/@trentbauer23,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17089af5-f2b6-4d71-a393-87c3f3a3cc9c.jpeg,1,1305,0,1,0.15,14,2025-05-10 20:39:36,0,0,1730774486614905606,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4ad09ce1-9f8d-472c-b420-f99d5ef66fcf__1730774486614905606.jpeg,"Tikom Robot Vacuum and Mop, 5000Pa Suction, 150 min, Robot Vacuum Cleaner with Powerful Suction, Ultra-Slim, Self-Charging Robotic Vacuum Cleaner for Carpet, Pet Hair, Hard Floors, APP & Remote Control, G8000 Max Automatic Multifunctional",139.99,5,Household Appliances,家电,29,4059.71
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/9c9c2c67-0aab-4029-aad0-c124799d9ac3.jpeg,Household Appliances,https://www.tiktok.com/@ittzysmom/video/7494280534978252062,Mom life just got easier—this robot vacuum and mop does the cleaning for me! #RobotVacuum #MopAndVacuum #SmartCleaning #PetHairSolution #BusyMomLife #CleanFloors #HomeTech #SmartHome #EffortlessCleaning #HouseworkMadeEasy,sebas7.haggai,ittzysmom,https://www.tiktok.com/@ittzysmom,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/a7119b7e-c5eb-467e-8790-deb9d46afc86.jpeg,3,1287,0,0,0.47,15,2025-04-17 21:56:16,0,0,1730562632372294566,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/97e2ec69-0e70-4210-ac1d-477940ad99d9__1730562632372294566.jpeg,"BPMIO Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors",102.99,4.4,Household Appliances,家电,3135,322873.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/13162d48-0a20-4294-9731-96514319ec14.jpeg,Household Appliances,https://www.tiktok.com/@wewinunited/video/7498858917947002155,Robot 2-in-1 Vacuum and Mop #Mop #Vacuum #2in1 #Robot #TimeBack #Family #Friends #Carpet #Floors #PetHair ,Edward M Pruett III,wewinunited,https://www.tiktok.com/@wewinunited,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/98e1dca7-3a39-4a6c-9265-b221c172fe6a.jpeg,8,1281,2,1,0.86,83,2025-04-30 06:03:02,0,0,1731010179145831334,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/318f5ab3-4468-496b-8bc7-e79370a36f64.jpeg,"BPMIO B20 PLUS, Robot Vacuum and Mop with Self-Empty Dock, 60-Day Capacity, 5500Pa Suction, LiDAR Mapping, 120-Min Runtime, Custom Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair, Carpets, and Hard Floors Cleaning Machines",199.99,5,Household Appliances,家电,21,4199.79
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/be0068a0-f562-4955-8af1-77a99a356858.jpeg,Home Improvement,https://www.tiktok.com/@andrea_1..10/video/7503202189855280430,Robot vacuum for above ground pools. #pool #poolvacuum #poolmaintenance #pooltok #poolopening #aiper @Aiper Official ,✨Andrea_1..10 | UGC | TTS✨,andrea_1..10,https://www.tiktok.com/@andrea_1..10,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b809d721-d549-408e-aaac-06ef647b63e1.jpeg,6,1266,0,1,0.71,29,2025-05-11 22:57:16,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/08ac6dd5-49df-46a8-b12f-01aacd87b894.jpeg,Household Appliances,https://www.tiktok.com/@yosimendez00/video/7498015760250522926,"Replying to @Cubanita🇨🇺🇨🇺🇨🇺 Limpiar la casa nunca ha sido tan fácil, gracias Dream por crear al robot vacuum and mop 🤖 🤍  #robotvacuumcleaner #robotvacuumandmopcombo #vacuumcleaner #dreame #homecleaning #cleaningtiktok #dreametech ",Yosi 😚,yosimendez00,https://www.tiktok.com/@yosimendez00,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/5f37a053-14f5-46ad-a5cd-8f9edc1f7cd5.jpeg,15,1142,2,0,1.49,58,2025-04-27 23:31:31,0,0,1729447385089741729,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/becd9b0c-8d12-4671-b079-6df1f26c336a.jpeg,"DREAME D10 Plus Robot Vacuum and Mop with Self-Emptying Base for 45 Days of Cleaning, Robotic Vacuum with 4000 Pa Suction and LiDAR Navigation, Compatible with Alexa, Wi-Fi Connected",254.99,4.3,Household Appliances,家电,296,71777.04
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/25a6d5ba-3ce7-4018-9398-af92c6b05af3.jpeg,Household Appliances,https://www.tiktok.com/@kroks.and.socks.o/video/7500069247456972075,Robot Vacuum & Mop Combo #robotvacuumcleaner #robotmop #tiktokshopmothersday ,Kroks and Socks Outdoors,kroks.and.socks.o,https://www.tiktok.com/@kroks.and.socks.o,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/091e48a1-a11d-45ac-a589-9c2035949ac6.jpeg,10,1121,2,1,1.16,65,2025-05-03 12:19:52,0,0,1730231886187434693,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4281aa4c-2f20-4380-94ff-40997557476a__1730231886187434693.jpeg,"#springtok Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors",109.99,0,Household Appliances,家电,4,439.96
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/38b1d1c3-e27d-4246-bcd3-ef18ce0482a3.jpeg,Home Improvement,https://www.tiktok.com/@familyfindsforless/video/7503697266834787615,This robot pool vacuum does all the work for you—just drop it in and let it clean your pool while you relax. Available now in the TikTok shop at an unbeatable sale price for a limited time. #robotpoolvacuum #poolcleaner #automaticpoolvacuum #tiktokshopfinds #poolmaintenance #summerready #abovegroundpool #ingroundpoolcleaner #smartgadgets #poolgear #dealsoftheday @Aiper ,FamilyFindsforLess,familyfindsforless,https://www.tiktok.com/@familyfindsforless,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/bbec53b0-b264-4cf5-bb7a-5c0fc66f2d78.jpeg,3,1112,2,1,0.54,55,2025-05-13 06:58:07,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/77e64ff0-9122-42f5-92c9-b166586c3f7b.jpeg,Household Appliances,https://www.tiktok.com/@laresar/video/7496356509194980654,3-in-1 robot vacuum cleaner🎁✅#vaccumcleaner #mothersday #robotvaccuum #tiktokmademebuyit #TikTokShop #unboxing ,Laresar Store,laresar,https://www.tiktok.com/@laresar,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b4711d8c-40e4-42bb-a5c7-d519ec75e130.jpeg,2,1034,0,2,0.48,19,2025-04-23 12:12:04,,,1729413349540729772,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/c55d0e48-b184-4d5c-99b1-d14cbac644cc__1729413349540729772.jpeg,"Laresar 3-in-1 Self-Charging Robot Vacuum Cleaner & Mop, 4500Pa Strong Suction Carpet Auto-boost Robotic Vacuum Cleaner, Self-Charging, Remote&Voice Control, Anti-Collision and Boundary Strips robot  vacuum Durable Powerful",139.00,4.4,Household Appliances,家电,11653,1619767
