"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@ArjunaBandyopadhyay438","false","UgwHx_R9H3297zzjGTt4AaABAg","This robot vacuum looks like it's built to last!","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","1"
"@laciecangelosi4979","false","UgxQt_qR_7zoNJgq-W54AaABAg","I am glad I have wood floors.  This will come in handyt!","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@levybrasseux2222","false","UgxBgds78BJcb9O59FJ4AaABAg","My experience is that it does not suck out the dust for the dust collection very well. I have had to empty the collection bin most of the time. The vacuum and mopping seems to be really good.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@MekautatawaCihannisanika","false","Ugxdi3E6EMcrc2MBkQ94AaABAg","it took me some time to review this robot vacuum cleaner because I wanted to make sure that I used all of the features before I reviewed it. First things first make sure that you charge it up before you attempt to use it. There is an app for this vacuum that you need to download which did and then my phone upgraded and it gave me a hard time to assign back into the app so I had to start all over again with it. Once I got it back started, I was able to finally allow the vacuum cleaner to, do a map of the house which I think is pretty cool so it knows the areas that it can go into and the areas you don’t want it to go into. I love that this vacuum has a feature because it takes the work out of it for you.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@Ida23138","false","UgyZLNAOWR40qdPQyjR4AaABAg","It works well on hardwood floors, and I’m excited to continue to use it. It does have AI intelligence, which is a little different for me, but I have had no issues with it as of yet hopefully it stays that way, but it does get a little crazy when you hear it talking telling you that it’s going to start upgrading out of the blue.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@pammiklaphake4679","false","UgyNZqedQyTd3seTeEV4AaABAg","This review gave me all the details I needed to hit that buy button for the item on Amazon.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@GraceYu616","false","UgxwQeZEL0CPzfyORGh4AaABAg","It really does a good job with mopping your floors and it cleans the mop for you so that is another plus for this one thing that was a downfall for me was I felt like it did not run long I felt like the battery time can be a lot better.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@TurnerShawn","false","UgxZ_Ml4RSUCl8_HSUB4AaABAg","The associated app offers several useful functions, including the ability to separate or combine areas, designate carpet zones, and set no-entry areas. The robot effectively picks up dirt, hair, and food residues on both carpet and wood floors, with adjustable suction power and cleaning speed.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
"@joemurray1664","false","UgyOQnfIuuziC62STk54AaABAg.AG3OkhkGwGIAG5917JUxT5","there should be something","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","UgyOQnfIuuziC62STk54AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@virgillopez5889","false","UgyOQnfIuuziC62STk54AaABAg.AG3OkhkGwGIAG592I2clGI","🤔","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","UgyOQnfIuuziC62STk54AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@ByValentineLewis","true","Ugy0ek1zk8XaV0lgSs14AaABAg.AG8LiDKj3t6AG8LoH_wwo7","It sure is!","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","3 days ago","0","Ugy0ek1zk8XaV0lgSs14AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","1"
"@LilaCausevic","false","UgxndrcNGou7bZ4PnmV4AaABAg.AG3q8KnUXvOAG58cGKgHY8","I have been very happy with eufy tbh","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","UgxndrcNGou7bZ4PnmV4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@GardenDIY-1321","false","UgxndrcNGou7bZ4PnmV4AaABAg.AG3q8KnUXvOAG58d_sm-0U","I feel you on that one","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","UgxndrcNGou7bZ4PnmV4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@ByValentineLewis","true","UgxXRpMhTdsew549HsV4AaABAg.AG6Wf34LViDAG6rgGY72cx","I'm so glad you found it helpful! 😊💜🐙","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","4 days ago","0","UgxXRpMhTdsew549HsV4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","1"
"@ByValentineLewis","true","UgxitZtuBksCOf4lYe94AaABAg.AG7s_dHmIr9AG8Lse9XPWl","Yes, that's right! Absolutely! 💜","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","3 days ago","0","UgxitZtuBksCOf4lYe94AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","0"
"@ByValentineLewis","true","Ugy62L8lZJdsb4-rhWJ4AaABAg.AG8qyL3eXFxAG9T_e7NszK","You can never have too many robots! 😉","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","3 days ago","0","Ugy62L8lZJdsb4-rhWJ4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","0"
"@ByValentineLewis","true","UgwcTzwkyzD8QOxweMp4AaABAg.AG5sikNqhEFAG5zWBLqxDx","😊💜🐙","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","4 days ago","0","UgwcTzwkyzD8QOxweMp4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","0"
"@ByValentineLewis","true","UgxJwWVo77xIv1iZxxh4AaABAg.AG7sSBHE_z_AG8LvFb41Pw","I'm so glad you found it helpful! 💖","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","3 days ago","0","UgxJwWVo77xIv1iZxxh4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","0"
"@kenanxo7384","false","Ugyt8BzqcH-qaRzFXkF4AaABAg.AG3qCIH2wkFAG58U0qKKuw","I love watching his reviews","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","Ugyt8BzqcH-qaRzFXkF4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@kenoxfps8598","false","Ugyt8BzqcH-qaRzFXkF4AaABAg.AG3qCIH2wkFAG58Wah1Aym","I feel so relaxed watching his videos","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","Ugyt8BzqcH-qaRzFXkF4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@ByValentineLewis","true","UgzZ2bjH4gGtE9lzdrx4AaABAg.AG5t0bAVw8NAG5zVR5XdYc","You're welcome! 💖","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","4 days ago","0","UgzZ2bjH4gGtE9lzdrx4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","1"
"@dalilaalibegic5047","false","UgxgsLroQDgiL_1_aQx4AaABAg.AG3pziFuvJnAG58gvaLfgY","I cannot wait to get it","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","UgxgsLroQDgiL_1_aQx4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@RandomJoe-bi8op","false","UgxgsLroQDgiL_1_aQx4AaABAg.AG3pziFuvJnAG58iSqaaf0","Watson killed it again with the review","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","UgxgsLroQDgiL_1_aQx4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@ByValentineLewis","true","Ugz_bJWHcntO3sNB4eh4AaABAg.AG74TrYxgsvAG8M1JsuX6m","Thank you so much! I try my best! 💜","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","3 days ago","0","Ugz_bJWHcntO3sNB4eh4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","0"
"@TRIGO_ALLINE","false","Ugzkg3ACAZNLk8BoE6h4AaABAg.AG3qgiEQJGYAG58wsKZPb5","sure is","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","Ugzkg3ACAZNLk8BoE6h4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@darrellrussell7259","false","Ugzkg3ACAZNLk8BoE6h4AaABAg.AG3qgiEQJGYAG58ytrB0rM","Its fantastic","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","4 days ago","0","Ugzkg3ACAZNLk8BoE6h4AaABAg","eufy Robot Vacuum Omni C20","reply","cC7bWwgA400","0"
"@ByValentineLewis","true","UgzRutCfmqfsjOeFD0F4AaABAg.AG7sW0YKkfjAG8Ltf0NXU7","Thank you so much for watching and sharing your opinion! 💋💜","56","false","https://www.youtube.com/watch?v=5rTG5f_yogU","3 days ago","0","UgzRutCfmqfsjOeFD0F4AaABAg","eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo Review","reply","5rTG5f_yogU","0"
"@ThomasStout861","false","UgwdrLT81Ui3kPzn7BV4AaABAg","It operates quietly, which is great for homes with kids or pets.","54","false","https://www.youtube.com/watch?v=cC7bWwgA400","5 days ago","0",,"eufy Robot Vacuum Omni C20","comment","cC7bWwgA400","0"
