selfkoc_url,video_id,selfkoc_account,selfkoc_collaboration_production
https://www.tiktok.com/@winds1255/video/7498764736239144238,7503236551694896414,@winds1255,E28
https://www.tiktok.com/@ovoo2112/video/7498770695619366175,7503148637548006686,@ovoo2112,E28
https://www.tiktok.com/@koily121/video/7498414039563881758,7503746230615330079,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7498414443659791662,7504676963831958830,@balledjyoj9,E28
https://www.tiktok.com/@winds1255/video/7498416877257903402,7504676963831958830,@winds1255,E28
https://www.tiktok.com/@yummyslifeee/video/7498418808420420894,7504302031373651246,@yummyslifeee,E28
https://www.tiktok.com/@ovoo2112/video/7498414880219876638,7505788323659566367,@ovoo2112,E28
https://www.tiktok.com/@balledjyoj9/video/7498032684325817646,7503230504372686126,@balledjyoj9,E28
https://www.tiktok.com/@yummyslifeee/video/7498051485683551519,7503562461396651307,@yummyslifeee,E28
https://www.tiktok.com/@ovoo2112/video/7498033497928469791,7504306065496919326,@ovoo2112,E28
https://www.tiktok.com/@winds1255/video/7498050037365148970,7503558695029198111,@winds1255,E28
https://www.tiktok.com/@koily121/video/7498032575030611231,7503950157222825246,@koily121,E28
https://www.tiktok.com/@koily121/video/7497601291288464670,7506145307231669550,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7497601254424628522,7503558879113039150,@balledjyoj9,E28
https://www.tiktok.com/@yummyslifeee/video/7497624078015057183,7504498356773850411,@yummyslifeee,E28
https://www.tiktok.com/@ovoo2112/video/7497601408867323167,7504498356773850411,@ovoo2112,E28
https://www.tiktok.com/@winds1255/video/7497623841301138731,7503563694165560606,@winds1255,E28
https://www.tiktok.com/@yummyslifeee/video/7497060829431352607,7503760401306307870,@yummyslifeee,E28
https://www.tiktok.com/@koily121/video/7496884083973229854,7503558672723774750,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7496884815724055838,7503517643874307359,@balledjyoj9,E28
https://www.tiktok.com/@winds1255/video/7496896964366191915,7500994416962768174,@winds1255,E28
https://www.tiktok.com/@yummyslifeee/video/7496891150058425630,7501000317496986911,@yummyslifeee,E28
https://www.tiktok.com/@ovoo2112/video/7496884814067289374,7500994416962768174,@ovoo2112,E28
https://www.tiktok.com/@suuuuupoido/video/7496527248497888558,7500620924706770207,@suuuuupoido,E28
https://www.tiktok.com/@balledjyoj9/video/7496526611517443374,7500624250995297578,@balledjyoj9,E28
https://www.tiktok.com/@koily121/video/7496525531534445855,7500621308628192543,@koily121,E28
https://www.tiktok.com/@yummyslifeee/video/7496512692996279583,7500258463776345374,@yummyslifeee,E28
https://www.tiktok.com/@ovoo2112/video/7496526747404438815,7500274190495255854,@ovoo2112,E28
https://www.tiktok.com/@winds1255/video/7496510694133615915,7500258638238453023,@winds1255,E28
https://www.tiktok.com/@suuuuupoido/video/7496131510483864875,7500291186041572639,@suuuuupoido,E28
https://www.tiktok.com/@yummyslifeee/video/7496153618274356511,7500290782327213354,@yummyslifeee,E28
https://www.tiktok.com/@winds1255/video/7496152079233207594,7499870995491147039,@winds1255,E28
https://www.tiktok.com/@koily121/video/7496149377916947742,7499871313192914207,@koily121,E28
https://www.tiktok.com/@ovoo2112/video/7496150662904909086,7499875741341961515,@ovoo2112,E28
https://www.tiktok.com/@yummyslifeee/video/7495776185851464991,7499512378539658526,@yummyslifeee,E28
https://www.tiktok.com/@koily121/video/7495769588811058462,7499513003055009070,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7495769793665125678,7499071465568898346,@balledjyoj9,E28
https://www.tiktok.com/@tears0093/video/7495746395622755615,7499108560337374494,@tears0093,E28
https://www.tiktok.com/@ovoo2112/video/7495770233584569631,7499157458141580574,@ovoo2112,E28
https://www.tiktok.com/@smithluiio/video/7495410531445116191,7499163086738312494,@smithluiio,E28
https://www.tiktok.com/@suuuuupoido/video/7495410318516948270,7499106315168435486,@suuuuupoido,E28
https://www.tiktok.com/@balledjyoj9/video/7495383923422285098,7498775223492152618,@balledjyoj9,E28
https://www.tiktok.com/@balledjyoj9/video/7495028948758170922,7498769831102188846,@balledjyoj9,E28
https://www.tiktok.com/@koily121/video/7495383560157760799,7498766170821020959,@koily121,E28
https://www.tiktok.com/@suuuuupoido/video/7495029375499291947,7498769854598548766,@suuuuupoido,E28
https://www.tiktok.com/@winds1255/video/7495246494014967082,7498764736239144238,@winds1255,E28
https://www.tiktok.com/@yummyslifeee/video/7495413784970906911,7498770695619366175,@yummyslifeee,E28
https://www.tiktok.com/@yummyslifeee/video/7495062891704470815,7498414039563881758,@yummyslifeee,E28
https://www.tiktok.com/@suuuuupoido/video/7495259676230028587,7498414443659791662,@suuuuupoido,E28
https://www.tiktok.com/@winds1255/video/7495411974495423786,7498416877257903402,@winds1255,E28
https://www.tiktok.com/@ovoo2112/video/7495029599487708447,7498418808420420894,@ovoo2112,E28
https://www.tiktok.com/@tears0093/video/7495412462339001631,7498414880219876638,@tears0093,E28
https://www.tiktok.com/@tears0093/video/7495055549067824415,7498032684325817646,@tears0093,E28
https://www.tiktok.com/@ovoo2112/video/7495383739195723038,7498051485683551519,@ovoo2112,E28
https://www.tiktok.com/@koily121/video/7495028741848976671,7498033497928469791,@koily121,E28
https://www.tiktok.com/@smithluiio/video/7494892101616831775,7498050037365148970,@smithluiio,E28
https://www.tiktok.com/@yummyslifeee/video/7494290405719035166,7498032575030611231,@yummyslifeee,E28
https://www.tiktok.com/@suuuuupoido/video/7494305966666648875,7497601291288464670,@suuuuupoido,E28
https://www.tiktok.com/@tears0093/video/7494288753280732446,7497601254424628522,@tears0093,E28
https://www.tiktok.com/@ovoo2112/video/7494315751986220318,7497624078015057183,@ovoo2112,E28
https://www.tiktok.com/@balledjyoj9/video/7494315532141923630,7497601408867323167,@balledjyoj9,E28
https://www.tiktok.com/@balledjyoj9/video/7494092657854254382,7497623841301138731,@balledjyoj9,E28
https://www.tiktok.com/@tears0093/video/7493909200028847390,7497060829431352607,@tears0093,E28
https://www.tiktok.com/@koily121/video/7494091892452347167,7496884083973229854,@koily121,E28
https://www.tiktok.com/@yummyslifeee/video/7493932452449160478,7496884815724055838,@yummyslifeee,E28
https://www.tiktok.com/@winds1255/video/7493932482979482926,7496896964366191915,@winds1255,E28
https://www.tiktok.com/@ovoo2112/video/7494092517567171871,7496891150058425630,@ovoo2112,E28
https://www.tiktok.com/@suuuuupoido/video/7493560992434097454,7496884814067289374,@suuuuupoido,E28
https://www.tiktok.com/@suuupoido/video/7493561587639373087,7496527248497888558,@suuupoido,E28
https://www.tiktok.com/@ovoo2112/video/7493580349553904927,7496526611517443374,@ovoo2112,E28
https://www.tiktok.com/@tears0093/video/7493565329935731999,7496525531534445855,@tears0093,E28
https://www.tiktok.com/@yummyslifeee/video/7493566927328005406,7496512692996279583,@yummyslifeee,E28
https://www.tiktok.com/@koily121/video/7493579649050512670,7496526747404438815,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7493579913631681838,7496510694133615915,@balledjyoj9,E28
https://www.tiktok.com/@winds1255/video/7493565281478937898,7496131510483864875,@winds1255,E28
https://www.tiktok.com/@suuuuupoido/video/7493227700962725166,7496153618274356511,@suuuuupoido,E28
https://www.tiktok.com/@suuupoido/video/7493227057875258655,7496152079233207594,@suuupoido,E28
