selfkoc_url,video_id,selfkoc_account,selfkoc_collaboration_production
https://www.tiktok.com/@ovoo2112/video/7505032291589115166,7505032291589115166,@ovoo2112,E28
https://www.tiktok.com/@koily121/video/7502809365439647006,7502809365439647006,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7503933032114588974,7503933032114588974,@balledjyoj9,E28
https://www.tiktok.com/@yummyslifeee/video/7502490252083350815,7502490252083350815,@yummyslifeee,E28
https://www.tiktok.com/@suuuuupoido/video/7505431552076107050,7505431552076107050,@suuuuupoido,E28
https://www.tiktok.com/@suuuuupoido/video/7503761339425262891,7503761339425262891,@suuuuupoido,E28
https://www.tiktok.com/@suuuuupoido/video/7503944164921593134,7503944164921593134,@suuuuupoido,E28
https://www.tiktok.com/@koily121/video/7503148538067520798,7503148538067520798,@koily121,E28
https://www.tiktok.com/@ovoo2112/video/7502810079255612702,7502810079255612702,@ovoo2112,E28
https://www.tiktok.com/@ovoo2112/video/7504678967870360862,7504678967870360862,@ovoo2112,E28
https://www.tiktok.com/@ovoo2112/video/7504678967870360862,7504678967870360862,@ovoo2112,E28
https://www.tiktok.com/@koily121/video/7503933019477134623,7503933019477134623,@koily121,E28
https://www.tiktok.com/@koily121/video/7504301961932557598,7504301961932557598,@koily121,E28
https://www.tiktok.com/@suuuuupoido/video/7502403522948762922,7502403522948762922,@suuuuupoido,E28
https://www.tiktok.com/@suuuuupoido/video/7503206152088358187,7503206152088358187,@suuuuupoido,E28
https://www.tiktok.com/@koily121/video/7504676462251871518,7504676462251871518,@koily121,E28
https://www.tiktok.com/@koily121/video/7504676462251871518,7504676462251871518,@koily121,E28
https://www.tiktok.com/@suuuuupoido/video/7504642237066661162,7504642237066661162,@suuuuupoido,E28
https://www.tiktok.com/@suuuuupoido/video/7504642237066661162,7504642237066661162,@suuuuupoido,E28
https://www.tiktok.com/@balledjyoj9/video/7505032293719969070,7505032293719969070,@balledjyoj9,E28
https://www.tiktok.com/@suuuuupoido/video/7504128610941275438,7504128610941275438,@suuuuupoido,E28
https://www.tiktok.com/@suuuuupoido/video/7505808736460590382,7505808736460590382,@suuuuupoido,E28
https://www.tiktok.com/@ovoo2112/video/7505787339751296286,7505787339751296286,@ovoo2112,E28
https://www.tiktok.com/@suuuuupoido/video/7503515805267610926,7503515805267610926,@suuuuupoido,E28
https://www.tiktok.com/@koily121/video/7503747019077438750,7503747019077438750,@koily121,E28
https://www.tiktok.com/@yummyslifeee/video/7503236551694896414,7503236551694896414,@yummyslifeee,E28
https://www.tiktok.com/@ovoo2112/video/7503148637548006686,7503148637548006686,@ovoo2112,E28
https://www.tiktok.com/@ovoo2112/video/7503746230615330079,7503746230615330079,@ovoo2112,E28
https://www.tiktok.com/@balledjyoj9/video/7504676963831958830,7504676963831958830,@balledjyoj9,E28
https://www.tiktok.com/@balledjyoj9/video/7504676963831958830,7504676963831958830,@balledjyoj9,E28
https://www.tiktok.com/@balledjyoj9/video/7504302031373651246,7504302031373651246,@balledjyoj9,E28
https://www.tiktok.com/@koily121/video/7505788323659566367,7505788323659566367,@koily121,E28
https://www.tiktok.com/@winds1255/video/7503230504372686126,7503230504372686126,@winds1255,E28
https://www.tiktok.com/@winds1255/video/7503562461396651307,7503562461396651307,@winds1255,E28
https://www.tiktok.com/@ovoo2112/video/7504306065496919326,7504306065496919326,@ovoo2112,E28
https://www.tiktok.com/@ovoo2112/video/7503558695029198111,7503558695029198111,@ovoo2112,E28
https://www.tiktok.com/@yummyslifeee/video/7503950157222825246,7503950157222825246,@yummyslifeee,E28
https://www.tiktok.com/@suuuuupoido/video/7506145307231669550,7506145307231669550,@suuuuupoido,E28
https://www.tiktok.com/@balledjyoj9/video/7503558879113039150,7503558879113039150,@balledjyoj9,E28
https://www.tiktok.com/@suuuuupoido/video/7504498356773850411,7504498356773850411,@suuuuupoido,E28
https://www.tiktok.com/@suuuuupoido/video/7504498356773850411,7504498356773850411,@suuuuupoido,E28
https://www.tiktok.com/@yummyslifeee/video/7503563694165560606,7503563694165560606,@yummyslifeee,E28
https://www.tiktok.com/@suuupoido/video/7503760401306307870,7503760401306307870,@suuupoido,E28
https://www.tiktok.com/@koily121/video/7503558672723774750,7503558672723774750,@koily121,E28
https://www.tiktok.com/@suuupoido/video/7503517643874307359,7503517643874307359,@suuupoido,E28
https://www.tiktok.com/@winds1255/video/7500994416962768174,7500994416962768174,@winds1255,E28
https://www.tiktok.com/@yummyslifeee/video/7501000317496986911,7501000317496986911,@yummyslifeee,E28
https://www.tiktok.com/@winds1255/video/7500994416962768174,7503933032114588974,@winds1255,E28
https://www.tiktok.com/@koily121/video/7500620924706770207,7502490252083350815,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7500624250995297578,7505431552076107050,@balledjyoj9,E28
https://www.tiktok.com/@ovoo2112/video/7500621308628192543,7503761339425262891,@ovoo2112,E28
https://www.tiktok.com/@koily121/video/7500258463776345374,7503944164921593134,@koily121,E28
https://www.tiktok.com/@balledjyoj9/video/7500274190495255854,7503148538067520798,@balledjyoj9,E28
https://www.tiktok.com/@ovoo2112/video/7500258638238453023,7502810079255612702,@ovoo2112,E28
https://www.tiktok.com/@yummyslifeee/video/7500291186041572639,7504678967870360862,@yummyslifeee,E28
https://www.tiktok.com/@winds1255/video/7500290782327213354,7504678967870360862,@winds1255,E28
https://www.tiktok.com/@koily121/video/7499870995491147039,7503933019477134623,@koily121,E28
https://www.tiktok.com/@ovoo2112/video/7499871313192914207,7504301961932557598,@ovoo2112,E28
https://www.tiktok.com/@balledjyoj9/video/7499875741341961515,7502403522948762922,@balledjyoj9,E28
https://www.tiktok.com/@yummyslifeee/video/7499512378539658526,7503206152088358187,@yummyslifeee,E28
https://www.tiktok.com/@winds1255/video/7499513003055009070,7504676462251871518,@winds1255,E28
https://www.tiktok.com/@suuuuupoido/video/7499071465568898346,7504676462251871518,@suuuuupoido,E28
https://www.tiktok.com/@ovoo2112/video/7499108560337374494,7504642237066661162,@ovoo2112,E28
https://www.tiktok.com/@yummyslifeee/video/7499157458141580574,7504642237066661162,@yummyslifeee,E28
https://www.tiktok.com/@winds1255/video/7499163086738312494,7505032293719969070,@winds1255,E28
https://www.tiktok.com/@koily121/video/7499106315168435486,7504128610941275438,@koily121,E28
https://www.tiktok.com/@suuuuupoido/video/7498775223492152618,7505808736460590382,@suuuuupoido,E28
https://www.tiktok.com/@balledjyoj9/video/7498769831102188846,7505787339751296286,@balledjyoj9,E28
https://www.tiktok.com/@yummyslifeee/video/7498766170821020959,7503515805267610926,@yummyslifeee,E28
https://www.tiktok.com/@koily121/video/7498769854598548766,7503747019077438750,@koily121,E28
